Year,Province,District,Month,Card_Type,Gender,Age,Total_Cards
2021,Tete,Cidade de Tete,Agosto,Cartões de Débito,Homens,17 a 21,876.0
2021,Tete,Cidade de Tete,Agosto,Cartões de Crédito,Outros,,190.0
2021,Tete,Cidade de Tete,Agosto,Cartões de Crédito,Mulheres,Mais de 60,46.0
2021,Tete,Cidade de Tete,Agosto,Cartões de Crédito,Mulheres,22 a 60,862.0
2021,Tete,Cidade de Tete,Agosto,Cartões de Crédito,Mulheres,17 a 21,6.0
2021,Tete,Cidade de Tete,Agosto,Cartões de Débito,Mulheres,17 a 21,677.0
2021,Tete,Cidade de Tete,Agosto,Cartões de Crédito,Mulheres,0 a 16,5.0
2021,Tete,Cidade de Tete,Agosto,Cartões de Crédito,Homens,22 a 60,3340.0
2021,Tete,Cidade de Tete,Julho,Cartões de Crédito,Mulheres,0 a 16,4.0
2021,Tete,Cidade de Tete,Agosto,Cartões pré-pagos,Mulheres,17 a 21,7.0
2021,Tete,Cidade de Tete,Agosto,Cartões de Débito,Homens,0 a 16,455.0
2021,Tete,Cidade de Tete,Agosto,Cartões pré-pagos,Homens,Mais de 60,112.0
2021,Tete,Cidade de Tete,Agosto,Cartões pré-pagos,Mulheres,0 a 16,9.0
2021,Tete,Cidade de Tete,Agosto,Cartões de Crédito,Homens,17 a 21,11.0
2021,Tete,Cidade de Tete,Junho,Cartões de Crédito,Homens,17 a 21,11.0
2021,Tete,Cidade de Tete,Agosto,Cartões de Débito,Outros,,7080.0
2021,Tete,Cidade de Tete,Agosto,Cartões de Crédito,Homens,Mais de 60,263.0
2021,Tete,Cidade de Tete,Agosto,Cartões de Débito,Mulheres,22 a 60,28955.0
2021,Tete,Cidade de Tete,Agosto,Cartões de Débito,Mulheres,Mais de 60,3910.0
2021,Tete,Cidade de Tete,Julho,Cartões pré-pagos,Mulheres,0 a 16,9.0
2021,Tete,Cidade de Tete,Maio,Cartões pré-pagos,Mulheres,0 a 16,4.0
2021,Tete,Cidade de Tete,Agosto,Cartões de Débito,Homens,22 a 60,60707.0
2021,Tete,Cidade de Tete,Junho,Cartões pré-pagos,Homens,0 a 16,35.0
2021,Tete,Cidade de Tete,Junho,Cartões de Débito,Mulheres,Mais de 60,3909.0
2021,Tete,Cidade de Tete,Maio,Cartões de Débito,Outros,,6657.0
2021,Tete,Cidade de Tete,Maio,Cartões de Débito,Mulheres,Mais de 60,3945.0
2021,Tete,Cidade de Tete,Maio,Cartões de Débito,Mulheres,22 a 60,29549.0
2021,Tete,Cidade de Tete,Maio,Cartões pré-pagos,Mulheres,22 a 60,241.0
2021,Tete,Cidade de Tete,Maio,Cartões de Débito,Mulheres,17 a 21,608.0
2021,Tete,Cidade de Tete,Maio,Cartões de Débito,Homens,Mais de 60,7116.0
2021,Tete,Cidade de Tete,Maio,Cartões de Débito,Homens,22 a 60,60276.0
2021,Tete,Cidade de Tete,Maio,Cartões de Débito,Homens,17 a 21,720.0
2021,Tete,Cidade de Tete,Maio,Cartões pré-pagos,Homens,17 a 21,18.0
2021,Tete,Cidade de Tete,Maio,Cartões pré-pagos,Homens,0 a 16,34.0
2021,Tete,Cidade de Tete,Junho,Cartões de Crédito,Mulheres,0 a 16,4.0
2021,Tete,Cidade de Tete,Junho,Cartões de Crédito,Homens,22 a 60,3321.0
2021,Tete,Cidade de Tete,Julho,Cartões pré-pagos,Mulheres,17 a 21,7.0
2021,Tete,Cidade de Tete,Maio,Cartões de Crédito,Mulheres,22 a 60,890.0
2021,Tete,Cidade de Tete,Maio,Cartões de Débito,Mulheres,0 a 16,415.0
2021,Tete,Cidade de Tete,Maio,Cartões pré-pagos,Mulheres,Mais de 60,9.0
2021,Tete,Cidade de Tete,Maio,Cartões pré-pagos,Outros,,13593.0
2021,Tete,Cidade de Tete,Maio,Cartões pré-pagos,Mulheres,17 a 21,5.0
2021,Tete,Cidade de Tete,Julho,Cartões de Débito,Outros,,8185.0
2021,Tete,Cidade de Tete,Maio,Cartões de Crédito,Homens,0 a 16,28.0
2021,Tete,Cidade de Tete,Junho,Cartões de Crédito,Mulheres,17 a 21,7.0
2021,Tete,Cidade de Tete,Maio,Cartões pré-pagos,Homens,22 a 60,1055.0
2021,Tete,Cidade de Tete,Junho,Cartões de Crédito,Homens,Mais de 60,265.0
2021,Tete,Cidade de Tete,Maio,Cartões pré-pagos,Homens,Mais de 60,108.0
2021,Tete,Cidade de Tete,Junho,Cartões pré-pagos,Mulheres,Mais de 60,9.0
2021,Tete,Cidade de Tete,Junho,Cartões de Débito,Mulheres,22 a 60,28743.0
2021,Tete,Cidade de Tete,Junho,Cartões de Débito,Mulheres,0 a 16,413.0
2021,Tete,Cidade de Tete,Junho,Cartões de Débito,Homens,Mais de 60,6931.0
2021,Tete,Cidade de Tete,Junho,Cartões de Débito,Homens,22 a 60,58840.0
2021,Tete,Cidade de Tete,Junho,Cartões de Débito,Homens,17 a 21,754.0
2021,Tete,Cidade de Tete,Junho,Cartões pré-pagos,Homens,17 a 21,21.0
2021,Tete,Cidade de Tete,Junho,Cartões de Débito,Homens,0 a 16,434.0
2021,Tete,Cidade de Tete,Junho,Cartões de Crédito,Mulheres,Mais de 60,42.0
2021,Tete,Cidade de Tete,Julho,Cartões de Crédito,Homens,22 a 60,3278.0
2021,Tete,Cidade de Tete,Maio,Cartões de Débito,Homens,0 a 16,445.0
2021,Tete,Cidade de Tete,Junho,Cartões de Débito,Mulheres,17 a 21,628.0
2021,Tete,Cidade de Tete,Junho,Cartões pré-pagos,Outros,,13593.0
2021,Tete,Cidade de Tete,Julho,Cartões de Crédito,Homens,0 a 16,28.0
2021,Tete,Cidade de Tete,Junho,Cartões de Crédito,Mulheres,22 a 60,872.0
2021,Tete,Cidade de Tete,Junho,Cartões pré-pagos,Mulheres,17 a 21,5.0
2021,Manica,Vanduzi,Dezembro,Cartões de Débito,Mulheres,Mais de 60,64.0
2021,Tete,Cidade de Tete,Junho,Cartões de Crédito,Outros,,169.0
2021,Tete,Cidade de Tete,Junho,Cartões pré-pagos,Homens,22 a 60,1088.0
2021,Tete,Cidade de Tete,Junho,Cartões pré-pagos,Homens,Mais de 60,108.0
2021,Tete,Cidade de Tete,Junho,Cartões de Crédito,Homens,0 a 16,28.0
2021,Tete,Cidade de Tete,Junho,Cartões de Débito,Outros,,6823.0
2021,Manica,Vanduzi,Dezembro,Cartões de Débito,Homens,17 a 21,18.0
2021,Tete,Cidade de Tete,Agosto,Cartões de Débito,Homens,Mais de 60,6961.0
2021,Tete,Cidade de Tete,Agosto,Cartões pré-pagos,Homens,0 a 16,39.0
2021,Tete,Cidade de Tete,Novembro,Cartões de Crédito,Homens,22 a 60,2678.0
2021,Tete,Cidade de Tete,Novembro,Cartões de Crédito,Homens,17 a 21,2.0
2021,Tete,Cidade de Tete,Novembro,Cartões de Crédito,Homens,0 a 16,1.0
2021,Tete,Cidade de Tete,Novembro,Cartões de Débito,Homens,0 a 16,434.0
2021,Tete,Cidade de Tete,Outubro,Cartões pré-pagos,Outros,,13525.0
2021,Tete,Cidade de Tete,Outubro,Cartões pré-pagos,Mulheres,22 a 60,486.0
2021,Tete,Cidade de Tete,Outubro,Cartões pré-pagos,Mulheres,17 a 21,12.0
2021,Tete,Cidade de Tete,Outubro,Cartões pré-pagos,Mulheres,0 a 16,10.0
2021,Tete,Cidade de Tete,Novembro,Cartões de Crédito,Mulheres,0 a 16,0.0
2021,Tete,Cidade de Tete,Novembro,Cartões de Crédito,Homens,Mais de 60,238.0
2021,Tete,Cidade de Tete,Novembro,Cartões de Débito,Mulheres,Mais de 60,3881.0
2021,Tete,Cidade de Tete,Outubro,Cartões pré-pagos,Homens,22 a 60,1566.0
2021,Tete,Cidade de Tete,Novembro,Cartões de Débito,Mulheres,0 a 16,393.0
2021,Tete,Cidade de Tete,Outubro,Cartões pré-pagos,Homens,0 a 16,40.0
2021,Tete,Cidade de Tete,Outubro,Cartões pré-pagos,Mulheres,Mais de 60,16.0
2021,Tete,Cidade de Tete,Novembro,Cartões de Débito,Homens,17 a 21,954.0
2021,Tete,Cidade de Tete,Novembro,Cartões de Débito,Homens,22 a 60,58937.0
2021,Tete,Cidade de Tete,Outubro,Cartões de Débito,Mulheres,17 a 21,717.0
2021,Tete,Cidade de Tete,Novembro,Cartões de Crédito,Mulheres,Mais de 60,37.0
2021,Tete,Cidade de Tete,Outubro,Cartões de Débito,Homens,Mais de 60,6982.0
2021,Tete,Cidade de Tete,Novembro,Cartões de Débito,Outros,,9579.0
2021,Tete,Cidade de Tete,Novembro,Cartões de Crédito,Mulheres,17 a 21,1.0
2021,Tete,Cidade de Tete,Novembro,Cartões de Débito,Mulheres,22 a 60,25619.0
2021,Tete,Cidade de Tete,Novembro,Cartões de Crédito,Mulheres,22 a 60,819.0
2021,Tete,Cidade de Tete,Dezembro,Cartões de Débito,Homens,17 a 21,668.0
2021,Tete,Cidade de Tete,Dezembro,Cartões de Crédito,Homens,0 a 16,1.0
2021,Tete,Cidade de Tete,Novembro,Cartões pré-pagos,Mulheres,Mais de 60,16.0
2021,Tete,Cidade de Tete,Novembro,Cartões pré-pagos,Mulheres,22 a 60,498.0
2021,Tete,Cidade de Tete,Novembro,Cartões pré-pagos,Mulheres,17 a 21,14.0
2021,Tete,Cidade de Tete,Novembro,Cartões pré-pagos,Mulheres,0 a 16,11.0
2021,Tete,Cidade de Tete,Dezembro,Cartões de Crédito,Mulheres,0 a 16,0.0
2021,Tete,Cidade de Tete,Novembro,Cartões pré-pagos,Homens,Mais de 60,120.0
2021,Tete,Cidade de Tete,Novembro,Cartões pré-pagos,Homens,17 a 21,42.0
2021,Tete,Cidade de Tete,Outubro,Cartões pré-pagos,Homens,Mais de 60,120.0
2021,Tete,Cidade de Tete,Agosto,Cartões pré-pagos,Mulheres,Mais de 60,10.0
2021,Tete,Cidade de Tete,Novembro,Cartões pré-pagos,Outros,,13379.0
2021,Tete,Cidade de Tete,Dezembro,Cartões de Débito,Homens,22 a 60,58307.0
2021,Tete,Cidade de Tete,Dezembro,Cartões de Débito,Homens,Mais de 60,7250.0
2021,Tete,Cidade de Tete,Novembro,Cartões pré-pagos,Homens,0 a 16,42.0
2021,Tete,Cidade de Tete,Setembro,Cartões pré-pagos,Homens,0 a 16,37.0
2021,Tete,Cidade de Tete,Agosto,Cartões pré-pagos,Homens,17 a 21,27.0
2021,Tete,Cidade de Tete,Novembro,Cartões pré-pagos,Homens,22 a 60,1580.0
2021,Tete,Cidade de Tete,Dezembro,Cartões de Crédito,Mulheres,17 a 21,1.0
2021,Tete,Cidade de Tete,Dezembro,Cartões de Crédito,Mulheres,22 a 60,678.0
2021,Tete,Cidade de Tete,Novembro,Cartões de Débito,Homens,Mais de 60,7042.0
2021,Tete,Cidade de Tete,Setembro,Cartões de Débito,Homens,Mais de 60,6905.0
2021,Tete,Cidade de Tete,Agosto,Cartões de Débito,Mulheres,0 a 16,411.0
2021,Tete,Cidade de Tete,Outubro,Cartões de Crédito,Outros,,169.0
2021,Tete,Cidade de Tete,Outubro,Cartões de Crédito,Mulheres,22 a 60,727.0
2021,Tete,Cidade de Tete,Setembro,Cartões de Crédito,Mulheres,Mais de 60,44.0
2021,Tete,Cidade de Tete,Setembro,Cartões de Crédito,Mulheres,22 a 60,895.0
2021,Tete,Cidade de Tete,Setembro,Cartões de Crédito,Mulheres,17 a 21,6.0
2021,Tete,Cidade de Tete,Setembro,Cartões de Débito,Mulheres,17 a 21,696.0
2021,Tete,Cidade de Tete,Setembro,Cartões de Crédito,Mulheres,0 a 16,5.0
2021,Tete,Cidade de Tete,Setembro,Cartões de Crédito,Homens,22 a 60,3479.0
2021,Tete,Cidade de Tete,Setembro,Cartões de Crédito,Homens,17 a 21,11.0
2021,Tete,Cidade de Tete,Setembro,Cartões de Crédito,Homens,0 a 16,29.0
2021,Tete,Cidade de Tete,Setembro,Cartões de Débito,Homens,0 a 16,426.0
2021,Tete,Cidade de Tete,Setembro,Cartões de Crédito,Outros,,183.0
2021,Tete,Cidade de Tete,Setembro,Cartões pré-pagos,Homens,Mais de 60,1.0
2021,Tete,Cidade de Tete,Setembro,Cartões pré-pagos,Homens,17 a 21,29.0
2021,Tete,Cidade de Tete,Maio,Cartões de Crédito,Outros,,168.0
2021,Tete,Cidade de Tete,Novembro,Cartões de Débito,Mulheres,17 a 21,736.0
2021,Tete,Cidade de Tete,Setembro,Cartões de Crédito,Homens,Mais de 60,274.0
2021,Tete,Cidade de Tete,Setembro,Cartões de Débito,Mulheres,22 a 60,28663.0
2021,Tete,Cidade de Tete,Setembro,Cartões de Débito,Mulheres,Mais de 60,3919.0
2021,Tete,Cidade de Tete,Setembro,Cartões de Débito,Mulheres,0 a 16,393.0
2021,Tete,Cidade de Tete,Maio,Cartões de Crédito,Homens,22 a 60,3372.0
2021,Tete,Cidade de Tete,Novembro,Cartões de Crédito,Outros,,176.0
2021,Tete,Cidade de Tete,Setembro,Cartões pré-pagos,Mulheres,0 a 16,9.0
2021,Tete,Cidade de Tete,Setembro,Cartões de Débito,Homens,17 a 21,878.0
2021,Tete,Cidade de Tete,Setembro,Cartões pré-pagos,Homens,22 a 60,1217.0
2021,Tete,Cidade de Tete,Setembro,Cartões de Débito,Homens,22 a 60,59151.0
2021,Tete,Cidade de Tete,Outubro,Cartões de Débito,Mulheres,22 a 60,25662.0
2021,Tete,Cidade de Tete,Outubro,Cartões de Crédito,Mulheres,17 a 21,1.0
2021,Tete,Cidade de Tete,Outubro,Cartões de Crédito,Homens,Mais de 60,268.0
2021,Tete,Cidade de Tete,Outubro,Cartões de Crédito,Homens,22 a 60,3191.0
2021,Tete,Cidade de Tete,Outubro,Cartões de Crédito,Homens,17 a 21,4.0
2021,Tete,Cidade de Tete,Outubro,Cartões de Crédito,Homens,0 a 16,30.0
2021,Tete,Cidade de Tete,Outubro,Cartões de Débito,Homens,0 a 16,432.0
2021,Tete,Cidade de Tete,Setembro,Cartões pré-pagos,Outros,,13451.0
2021,Tete,Cidade de Tete,Setembro,Cartões pré-pagos,Mulheres,22 a 60,290.0
2021,Tete,Cidade de Tete,Outubro,Cartões pré-pagos,Homens,17 a 21,42.0
2021,Manica,Vanduzi,Outubro,Cartões de Crédito,Homens,17 a 21,0.0
2021,Tete,Cidade de Tete,Outubro,Cartões de Crédito,Mulheres,0 a 16,4.0
2021,Tete,Cidade de Tete,Outubro,Cartões de Débito,Mulheres,Mais de 60,3854.0
2021,Tete,Cidade de Tete,Outubro,Cartões de Débito,Outros,,9256.0
2021,Tete,Cidade de Tete,Setembro,Cartões pré-pagos,Mulheres,17 a 21,7.0
2021,Tete,Cidade de Tete,Outubro,Cartões de Débito,Mulheres,0 a 16,401.0
2021,Manica,Vanduzi,Setembro,Cartões pré-pagos,Mulheres,17 a 21,0.0
2021,Tete,Cidade de Tete,Setembro,Cartões pré-pagos,Mulheres,Mais de 60,10.0
2021,Tete,Cidade de Tete,Outubro,Cartões de Débito,Homens,17 a 21,917.0
2021,Tete,Cidade de Tete,Outubro,Cartões de Débito,Homens,22 a 60,59102.0
2021,Tete,Cidade de Tete,Setembro,Cartões de Débito,Outros,,7259.0
2021,Tete,Cidade de Tete,Outubro,Cartões de Crédito,Mulheres,Mais de 60,40.0
2021,Manica,Vanduzi,Setembro,Cartões pré-pagos,Homens,0 a 16,0.0
2021,Tete,Cidade de Tete,Abril,Cartões pré-pagos,Mulheres,17 a 21,4.0
2021,Tete,Cidade de Tete,Abril,Cartões pré-pagos,Homens,Mais de 60,107.0
2021,Manica,Vanduzi,Dezembro,Cartões de Crédito,Mulheres,17 a 21,0.0
2021,Manica,Vanduzi,Dezembro,Cartões de Crédito,Mulheres,0 a 16,0.0
2021,Manica,Vanduzi,Dezembro,Cartões de Crédito,Homens,Mais de 60,1.0
2021,Manica,Vanduzi,Dezembro,Cartões de Débito,Homens,Mais de 60,64.0
2021,Manica,Vanduzi,Dezembro,Cartões de Crédito,Homens,22 a 60,39.0
2021,Manica,Vanduzi,Dezembro,Cartões de Crédito,Homens,0 a 16,0.0
2021,Manica,Vanduzi,Novembro,Cartões pré-pagos,Outros,,0.0
2021,Manica,Vanduzi,Novembro,Cartões pré-pagos,Mulheres,Mais de 60,0.0
2021,Manica,Vanduzi,Dezembro,Cartões de Crédito,Mulheres,Mais de 60,0.0
2021,Manica,Vanduzi,Dezembro,Cartões de Crédito,Mulheres,22 a 60,9.0
2021,Manica,Vanduzi,Dezembro,Cartões pré-pagos,Homens,17 a 21,0.0
2021,Manica,Vanduzi,Novembro,Cartões pré-pagos,Mulheres,17 a 21,0.0
2021,Tete,Cidade de Tete,Janeiro,Cartões pré-pagos,Homens,17 a 21,32.0
2021,Manica,Vanduzi,Novembro,Cartões pré-pagos,Homens,Mais de 60,1.0
2021,Manica,Vanduzi,Dezembro,Cartões de Crédito,Homens,17 a 21,0.0
2021,Manica,Vanduzi,Dezembro,Cartões de Débito,Mulheres,0 a 16,0.0
2021,Manica,Vanduzi,Dezembro,Cartões de Débito,Mulheres,17 a 21,18.0
2021,Manica,Vanduzi,Novembro,Cartões de Débito,Outros,,33.0
2021,Tete,Cidade de Tete,Janeiro,Cartões de Débito,Outros,,6877.0
2021,Manica,Vanduzi,Novembro,Cartões de Débito,Mulheres,22 a 60,455.0
2021,Manica,Vanduzi,Dezembro,Cartões pré-pagos,Homens,22 a 60,62.0
2021,Manica,Vanduzi,Dezembro,Cartões de Crédito,Outros,,9.0
2021,Manica,Vanduzi,Dezembro,Cartões pré-pagos,Homens,0 a 16,0.0
2021,Manica,Vanduzi,Dezembro,Cartões de Débito,Homens,0 a 16,0.0
2021,Tete,Cidade de Tete,Janeiro,Cartões de Débito,Mulheres,0 a 16,451.0
2021,Tete,Cidade de Tete,Janeiro,Cartões de Crédito,Homens,Mais de 60,358.0
2021,Tete,Cidade de Tete,Janeiro,Cartões de Crédito,Homens,17 a 21,6.0
2021,Tete,Cidade de Tete,Janeiro,Cartões de Crédito,Homens,0 a 16,26.0
2021,Manica,Vanduzi,Dezembro,Cartões pré-pagos,Outros,,404.0
2021,Manica,Vanduzi,Dezembro,Cartões pré-pagos,Mulheres,Mais de 60,0.0
2021,Tete,Cidade de Tete,Janeiro,Cartões de Crédito,Mulheres,Mais de 60,59.0
2021,Manica,Vanduzi,Dezembro,Cartões pré-pagos,Mulheres,22 a 60,5.0
2021,Manica,Vanduzi,Dezembro,Cartões pré-pagos,Mulheres,0 a 16,0.0
2021,Manica,Vanduzi,Novembro,Cartões pré-pagos,Mulheres,22 a 60,5.0
2021,Tete,Cidade de Tete,Janeiro,Cartões de Débito,Mulheres,Mais de 60,4090.0
2021,Tete,Cidade de Tete,Janeiro,Cartões de Crédito,Homens,22 a 60,3103.0
2021,Tete,Cidade de Tete,Janeiro,Cartões de Débito,Mulheres,17 a 21,547.0
2021,Tete,Cidade de Tete,Janeiro,Cartões de Débito,Mulheres,22 a 60,28972.0
2021,Manica,Vanduzi,Dezembro,Cartões pré-pagos,Homens,Mais de 60,1.0
2021,Manica,Vanduzi,Outubro,Cartões pré-pagos,Homens,Mais de 60,1.0
2021,Tete,Cidade de Tete,Janeiro,Cartões de Débito,Homens,17 a 21,685.0
2021,Manica,Vanduzi,Dezembro,Cartões pré-pagos,Mulheres,17 a 21,0.0
2021,Tete,Cidade de Tete,Janeiro,Cartões de Crédito,Outros,,134.0
2021,Tete,Cidade de Tete,Janeiro,Cartões de Débito,Homens,0 a 16,463.0
2021,Manica,Vanduzi,Dezembro,Cartões de Débito,Mulheres,22 a 60,1069.0
2021,Manica,Vanduzi,Outubro,Cartões de Débito,Mulheres,22 a 60,452.0
2021,Tete,Cidade de Tete,Janeiro,Cartões de Crédito,Mulheres,0 a 16,11.0
2021,Manica,Vanduzi,Novembro,Cartões de Débito,Homens,22 a 60,1094.0
2021,Manica,Vanduzi,Novembro,Cartões de Débito,Homens,0 a 16,0.0
2021,Manica,Vanduzi,Outubro,Cartões de Débito,Homens,17 a 21,16.0
2021,Manica,Vanduzi,Outubro,Cartões de Débito,Homens,0 a 16,0.0
2021,Manica,Vanduzi,Outubro,Cartões de Crédito,Outros,,5.0
2021,Manica,Vanduzi,Outubro,Cartões de Débito,Outros,,32.0
2021,Manica,Vanduzi,Outubro,Cartões de Crédito,Mulheres,Mais de 60,0.0
2021,Manica,Vanduzi,Outubro,Cartões de Crédito,Mulheres,17 a 21,0.0
2021,Manica,Vanduzi,Outubro,Cartões de Crédito,Mulheres,0 a 16,0.0
2021,Manica,Vanduzi,Outubro,Cartões de Crédito,Homens,Mais de 60,1.0
2021,Manica,Vanduzi,Outubro,Cartões de Débito,Homens,Mais de 60,63.0
2021,Manica,Vanduzi,Outubro,Cartões de Débito,Homens,22 a 60,1087.0
2021,Manica,Vanduzi,Outubro,Cartões pré-pagos,Mulheres,22 a 60,5.0
2021,Manica,Vanduzi,Outubro,Cartões pré-pagos,Mulheres,0 a 16,0.0
2021,Tete,Cidade de Tete,Julho,Cartões pré-pagos,Mulheres,22 a 60,271.0
2021,Manica,Vanduzi,Outubro,Cartões de Crédito,Homens,22 a 60,37.0
2021,Manica,Vanduzi,Outubro,Cartões de Crédito,Mulheres,22 a 60,9.0
2021,Manica,Vanduzi,Outubro,Cartões pré-pagos,Homens,0 a 16,0.0
2021,Manica,Vanduzi,Outubro,Cartões pré-pagos,Homens,17 a 21,0.0
2021,Manica,Vanduzi,Outubro,Cartões de Débito,Mulheres,Mais de 60,17.0
2021,Tete,Cidade de Tete,Julho,Cartões pré-pagos,Homens,0 a 16,36.0
2021,Manica,Vanduzi,Outubro,Cartões de Crédito,Homens,0 a 16,0.0
2021,Manica,Vanduzi,Outubro,Cartões pré-pagos,Mulheres,Mais de 60,0.0
2021,Manica,Vanduzi,Outubro,Cartões de Débito,Mulheres,0 a 16,0.0
2021,Manica,Vanduzi,Outubro,Cartões pré-pagos,Mulheres,17 a 21,0.0
2021,Manica,Vanduzi,Outubro,Cartões de Débito,Mulheres,17 a 21,8.0
2021,Manica,Vanduzi,Novembro,Cartões pré-pagos,Homens,0 a 16,0.0
2021,Manica,Vanduzi,Novembro,Cartões de Crédito,Outros,,6.0
2021,Manica,Vanduzi,Novembro,Cartões de Crédito,Mulheres,22 a 60,9.0
2021,Manica,Vanduzi,Novembro,Cartões de Crédito,Mulheres,17 a 21,0.0
2021,Manica,Vanduzi,Novembro,Cartões de Crédito,Mulheres,0 a 16,0.0
2021,Manica,Vanduzi,Novembro,Cartões de Crédito,Homens,Mais de 60,1.0
2021,Manica,Vanduzi,Novembro,Cartões de Débito,Homens,Mais de 60,63.0
2021,Manica,Vanduzi,Novembro,Cartões de Crédito,Homens,22 a 60,38.0
2021,Manica,Vanduzi,Novembro,Cartões de Crédito,Homens,0 a 16,0.0
2021,Manica,Vanduzi,Novembro,Cartões pré-pagos,Mulheres,0 a 16,0.0
2021,Tete,Cidade de Tete,Maio,Cartões de Crédito,Mulheres,Mais de 60,42.0
2021,Manica,Vanduzi,Novembro,Cartões de Crédito,Mulheres,Mais de 60,0.0
2021,Manica,Vanduzi,Novembro,Cartões pré-pagos,Homens,17 a 21,0.0
2021,Manica,Vanduzi,Novembro,Cartões pré-pagos,Homens,22 a 60,62.0
2021,Manica,Vanduzi,Outubro,Cartões pré-pagos,Outros,,404.0
2021,Manica,Vanduzi,Novembro,Cartões de Débito,Mulheres,Mais de 60,17.0
2021,Tete,Cidade de Tete,Maio,Cartões de Crédito,Homens,17 a 21,11.0
2021,Manica,Vanduzi,Novembro,Cartões de Crédito,Homens,17 a 21,0.0
2021,Manica,Vanduzi,Novembro,Cartões de Débito,Mulheres,0 a 16,0.0
2021,Manica,Vanduzi,Novembro,Cartões de Débito,Mulheres,17 a 21,10.0
2021,Manica,Vanduzi,Outubro,Cartões pré-pagos,Homens,22 a 60,62.0
2021,Manica,Vanduzi,Novembro,Cartões de Débito,Homens,17 a 21,18.0
2021,Tete,Cidade de Tete,Abril,Cartões pré-pagos,Mulheres,0 a 16,0.0
2021,Tete,Cidade de Tete,Janeiro,Cartões de Crédito,Mulheres,17 a 21,2.0
2021,Tete,Cidade de Tete,Janeiro,Cartões de Débito,Homens,22 a 60,59088.0
2021,Tete,Cidade de Tete,Março,Cartões pré-pagos,Mulheres,0 a 16,0.0
2021,Tete,Cidade de Tete,Março,Cartões pré-pagos,Homens,Mais de 60,108.0
2021,Tete,Cidade de Tete,Março,Cartões pré-pagos,Homens,22 a 60,947.0
2021,Tete,Cidade de Tete,Abril,Cartões de Crédito,Homens,22 a 60,3336.0
2021,Tete,Cidade de Tete,Março,Cartões pré-pagos,Homens,17 a 21,15.0
2021,Tete,Cidade de Tete,Março,Cartões de Débito,Outros,,7459.0
2021,Tete,Cidade de Tete,Março,Cartões de Débito,Mulheres,Mais de 60,3969.0
2021,Tete,Cidade de Tete,Março,Cartões de Débito,Mulheres,22 a 60,29923.0
2021,Tete,Cidade de Tete,Março,Cartões pré-pagos,Mulheres,22 a 60,205.0
2021,Tete,Cidade de Tete,Março,Cartões pré-pagos,Mulheres,17 a 21,2.0
2021,Tete,Cidade de Tete,Abril,Cartões de Débito,Homens,0 a 16,435.0
2021,Tete,Cidade de Tete,Março,Cartões de Débito,Mulheres,0 a 16,414.0
2021,Tete,Cidade de Tete,Abril,Cartões de Crédito,Mulheres,22 a 60,867.0
2021,Tete,Cidade de Tete,Março,Cartões de Débito,Homens,22 a 60,62599.0
2021,Tete,Cidade de Tete,Março,Cartões pré-pagos,Homens,0 a 16,30.0
2021,Tete,Cidade de Tete,Abril,Cartões de Crédito,Homens,Mais de 60,269.0
2021,Tete,Cidade de Tete,Abril,Cartões de Crédito,Mulheres,0 a 16,3.0
2021,Tete,Cidade de Tete,Março,Cartões de Crédito,Mulheres,Mais de 60,89.0
2021,Tete,Cidade de Tete,Abril,Cartões de Crédito,Homens,0 a 16,26.0
2021,Tete,Cidade de Tete,Março,Cartões de Crédito,Mulheres,17 a 21,6.0
2021,Tete,Cidade de Tete,Abril,Cartões de Débito,Homens,17 a 21,667.0
2021,Tete,Cidade de Tete,Março,Cartões pré-pagos,Mulheres,Mais de 60,9.0
2021,Tete,Cidade de Tete,Abril,Cartões de Crédito,Outros,,165.0
2021,Tete,Cidade de Tete,Março,Cartões pré-pagos,Outros,,12589.0
2021,Tete,Cidade de Tete,Maio,Cartões de Crédito,Homens,Mais de 60,269.0
2021,Tete,Cidade de Tete,Abril,Cartões pré-pagos,Homens,22 a 60,1014.0
2021,Tete,Cidade de Tete,Abril,Cartões pré-pagos,Homens,0 a 16,32.0
2021,Tete,Cidade de Tete,Abril,Cartões de Débito,Outros,,7453.0
2021,Tete,Cidade de Tete,Abril,Cartões de Débito,Mulheres,Mais de 60,3888.0
2021,Tete,Cidade de Tete,Abril,Cartões de Débito,Mulheres,22 a 60,28961.0
2021,Tete,Cidade de Tete,Abril,Cartões pré-pagos,Mulheres,22 a 60,230.0
2021,Tete,Cidade de Tete,Abril,Cartões de Débito,Mulheres,17 a 21,555.0
2021,Tete,Cidade de Tete,Abril,Cartões de Débito,Homens,Mais de 60,6973.0
2021,Tete,Cidade de Tete,Março,Cartões de Débito,Mulheres,17 a 21,558.0
2021,Tete,Cidade de Tete,Janeiro,Cartões pré-pagos,Homens,0 a 16,31.0
2021,Tete,Cidade de Tete,Abril,Cartões pré-pagos,Homens,17 a 21,15.0
2021,Tete,Cidade de Tete,Maio,Cartões de Crédito,Mulheres,0 a 16,4.0
2021,Tete,Cidade de Tete,Maio,Cartões de Crédito,Mulheres,17 a 21,7.0
2021,Tete,Cidade de Tete,Abril,Cartões de Débito,Homens,22 a 60,59092.0
2021,Tete,Cidade de Tete,Fevereiro,Cartões de Débito,Homens,22 a 60,61912.0
