Year,Month,Category,Metric,Sub_Metric,Value
2022,Maio,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,7535910.0
2022,Junho,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,7515161.0
2022,Julho,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,7178195.0
2022,Novembro,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,10621725042.31
2022,Junho,Mobile_Banking,Valor das transferências efectuadas para contas,,6167476024.160901
2022,Outubro,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,7367955.0
2022,Outubro,Mobile_Banking,Valor das transferências efectuadas para contas,,5207461554.52
2022,Agosto,Mobile_Banking,Valor das transferências efectuadas para contas,,6796286230.13
2022,Dezembro,Mobile_Banking,Valor das transferências efectuadas para contas,,11376125325.3
2022,Setembro,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,9634472158.01
2022,Fevereiro,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,7077953.0
2022,Março,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,7806818.0
2022,Abril,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,7141570.0
2022,Dezembro,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,20259864484.03
2022,Outubro,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,8533539731.38
2022,Novembro,Mobile_Banking,Valor das transferências efectuadas para contas,,6629087357.68
2022,Agosto,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,8298283.0
2022,Outubro,Mobile_Banking,Volume das transferências efectuadas para contas,,911211.0
2022,Abril,Mobile_Banking,Volume das transferências efectuadas para contas,,964415.0
2022,Fevereiro,Mobile_Banking,Valor das transferências efectuadas para contas,,5401944331.257002
2022,Janeiro,Mobile_Banking,Valor das transferências efectuadas para contas,,6594993523.201624
2022,Dezembro,Mobile_Banking,Volume das transferências efectuadas para contas,,1969402.0
2022,Setembro,Mobile_Banking,Volume das transferências efectuadas para contas,,1116133.0
2022,Março,Mobile_Banking,Valor das transferências efectuadas para contas,,6117110867.356001
2022,Agosto,Mobile_Banking,Volume das transferências efectuadas para contas,,1215097.0
2022,Julho,Mobile_Banking,Volume das transferências efectuadas para contas,,951921.0
2022,Junho,Mobile_Banking,Volume das transferências efectuadas para contas,,1058319.0
2022,Março,Mobile_Banking,Volume das transferências efectuadas para contas,,1057903.0
2022,Novembro,Mobile_Banking,Volume das transferências efectuadas para contas,,1163799.0
2022,Agosto,Mobile_Banking,Quantidade de subscritores,,5210149.0
2022,Março,Mobile_Banking,Quantidade de subscritores,,5158496.0
2022,Novembro,Mobile_Banking,Quantidade de subscritores,,5571133.0
2022,Janeiro,Mobile_Banking,Volume das transferências efectuadas para contas,,1058817.0
2022,Julho,Mobile_Banking,Valor das transferências efectuadas para contas,,5656158306.957499
2022,Maio,Mobile_Banking,Quantidade de subscritores,,4904056.0
2022,Outubro,Mobile_Banking,Quantidade de subscritores,,5416675.0
2022,Dezembro,Mobile_Banking,Quantidade de subscritores,,5663767.0
2022,Julho,Mobile_Banking,Quantidade de subscritores,,5094117.0
2022,Junho,Mobile_Banking,Quantidade de subscritores,,5003099.0
2022,Setembro,Mobile_Banking,Quantidade de subscritores,,5313612.0
2022,Abril,Mobile_Banking,Quantidade de subscritores,,4874716.0
2022,Maio,Mobile_Banking,Volume das transferências efectuadas para contas,,1033386.0
2022,Fevereiro,Mobile_Banking,Quantidade de subscritores,,4691858.0
2022,Abril,Mobile_Banking,Valor das transferências efectuadas para contas,,5325730136.476001
2022,Fevereiro,Mobile_Banking,Volume das transferências efectuadas para contas,,940808.0
2022,Maio,Mobile_Banking,Valor das transferências efectuadas para contas,,5781315040.42
2023,Setembro,Mobile_Banking,Quantidade de subscritores,,6082878.0
2023,Abril,Mobile_Banking,Volume das transferências efectuadas para contas,,1218533.0
2023,Novembro,Mobile_Banking,Volume das transferências efectuadas para contas,,998689.0
2023,Maio,Mobile_Banking,Volume das transferências efectuadas para contas,,1178261.0
2023,Março,Mobile_Banking,Valor das transferências efectuadas para contas,,7451978154.437601
2023,Junho,Mobile_Banking,Volume das transferências efectuadas para contas,,1275899.0
2023,Janeiro,Mobile_Banking,Valor das transferências efectuadas para contas,,6519614159.557301
2023,Dezembro,Mobile_Banking,Volume das transferências efectuadas para contas,,1213952.0
2023,Outubro,Mobile_Banking,Volume das transferências efectuadas para contas,,1069569.0
2023,Setembro,Mobile_Banking,Volume das transferências efectuadas para contas,,1003183.0
2023,Agosto,Mobile_Banking,Volume das transferências efectuadas para contas,,1108095.0
2023,Fevereiro,Mobile_Banking,Volume das transferências efectuadas para contas,,1101418.0
2023,Fevereiro,Mobile_Banking,Valor das transferências efectuadas para contas,,6510646192.798399
2023,Julho,Mobile_Banking,Volume das transferências efectuadas para contas,,1302947.0
2023,Maio,Mobile_Banking,Quantidade de subscritores,,6000141.0
2023,Janeiro,Mobile_Banking,Volume das transferências efectuadas para contas,,1087258.0
2023,Março,Mobile_Banking,Volume das transferências efectuadas para contas,,1289672.0
2023,Fevereiro,Mobile_Banking,Quantidade de subscritores,,5763633.0
2023,Março,Mobile_Banking,Quantidade de subscritores,,5847001.0
2023,Abril,Mobile_Banking,Quantidade de subscritores,,5932166.0
2023,Maio,Mobile_Banking,Valor das transferências efectuadas para contas,,7258592749.578198
2023,Julho,Mobile_Banking,Quantidade de subscritores,,6103052.0
2023,Agosto,Mobile_Banking,Quantidade de subscritores,,6057452.0
2023,Abril,Mobile_Banking,Valor das transferências efectuadas para contas,,6895766659.756399
2023,Outubro,Mobile_Banking,Quantidade de subscritores,,6083330.0
2023,Novembro,Mobile_Banking,Quantidade de subscritores,,6089784.0
2023,Junho,Mobile_Banking,Quantidade de subscritores,,6065949.0
2023,Julho,Mobile_Banking,Valor das transferências efectuadas para contas,,7994350533.181799
2023,Dezembro,Mobile_Banking,Quantidade de subscritores,,6102882.0
2023,Dezembro,Mobile_Banking,Valor das transferências efectuadas para contas,,8754950701.390999
2023,Outubro,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,3444523.0
2023,Outubro,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,6761693474.509999
2023,Janeiro,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,10777518449.990002
2023,Junho,Mobile_Banking,Valor das transferências efectuadas para contas,,7446089709.4473
2023,Novembro,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,3292009.0
2023,Dezembro,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,4290687.0
2023,Fevereiro,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,10335289984.83
2023,Agosto,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,8985723145.54
2023,Abril,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,10866713781.77
2023,Junho,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,10900609163.979998
2023,Julho,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,10178102470.37
2023,Janeiro,Mobile_Banking,Quantidade de subscritores,,5689757.0
2023,Março,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,11625742032.0
2023,Julho,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,4852768.0
2023,Novembro,Mobile_Banking,Valor das transferências efectuadas para contas,,7595532529.9965
2023,Maio,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,11018473676.57
2023,Abril,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,6085249.0
2023,Maio,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,5921273.0
2023,Setembro,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,8085765561.999999
2023,Novembro,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,8435462405.4
2023,Dezembro,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,11506079317.24
2023,Agosto,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,3660548.0
2023,Setembro,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,3205408.0
2023,Junho,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,5763104.0
2023,Setembro,Mobile_Banking,Valor das transferências efectuadas para contas,,7416268462.116
2023,Outubro,Mobile_Banking,Valor das transferências efectuadas para contas,,7572675149.656
2023,Janeiro,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,6088332.0
2023,Fevereiro,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,5672985.0
2023,Março,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,6383944.0
2023,Agosto,Mobile_Banking,Valor das transferências efectuadas para contas,,8005467770.86
2024,Outubro,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,9547927670.03
2024,Outubro,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,3525777.0
2024,Julho,Mobile_Banking,Valor das transferências efectuadas para contas,,13059011046.233494
2024,Novembro,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,3568219.0
2024,Dezembro,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,4393051.0
2024,Janeiro,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,8047055402.14
2024,Maio,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,9567259130.86
2024,Março,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,8887445758.029999
2024,Abril,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,8885089411.4
2024,Junho,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,9231551202.21
2024,Julho,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,8895105837.46
2024,Agosto,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,9082117908.150002
2024,Fevereiro,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,7810376150.560001
2024,Novembro,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,9660368561.010998
2024,Dezembro,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,12356044493.79
2024,Junho,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,3377828.0
2024,Maio,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,3545295.0
2024,Abril,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,3360518.0
2024,Março,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,3424867.0
2024,Fevereiro,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,3043850.0
2024,Janeiro,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,3278701.0
2024,Dezembro,Mobile_Banking,Valor das transferências efectuadas para contas,,16466651803.884418
2024,Novembro,Mobile_Banking,Valor das transferências efectuadas para contas,,14394825792.2842
2024,Outubro,Mobile_Banking,Valor das transferências efectuadas para contas,,14684721070.609386
2024,Setembro,Mobile_Banking,Valor das transferências efectuadas para contas,,15218764703.4821
2024,Setembro,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,3539764.0
2024,Janeiro,Mobile_Banking,Quantidade de subscritores,,5696806.0
2024,Setembro,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,9138465386.47
2024,Julho,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,3222301.0
2024,Fevereiro,Mobile_Banking,Quantidade de subscritores,,5716940.0
2024,Fevereiro,Mobile_Banking,Volume das transferências efectuadas para contas,,1223036.0
2024,Agosto,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,3383099.0
2024,Agosto,Mobile_Banking,Valor das transferências efectuadas para contas,,14106054603.52301
2024,Junho,Mobile_Banking,Volume das transferências efectuadas para contas,,1496605.0
2024,Julho,Mobile_Banking,Volume das transferências efectuadas para contas,,1521017.0
2024,Agosto,Mobile_Banking,Volume das transferências efectuadas para contas,,1570123.0
2024,Abril,Mobile_Banking,Valor das transferências efectuadas para contas,,11299307344.096497
2024,Setembro,Mobile_Banking,Volume das transferências efectuadas para contas,,1657778.0
2024,Dezembro,Mobile_Banking,Volume das transferências efectuadas para contas,,1762777.0
2024,Novembro,Mobile_Banking,Volume das transferências efectuadas para contas,,1474733.0
2024,Fevereiro,Mobile_Banking,Valor das transferências efectuadas para contas,,9873122997.950487
2024,Maio,Mobile_Banking,Volume das transferências efectuadas para contas,,1488266.0
2024,Outubro,Mobile_Banking,Volume das transferências efectuadas para contas,,1555083.0
2024,Março,Mobile_Banking,Valor das transferências efectuadas para contas,,11361164490.326488
2024,Outubro,Mobile_Banking,Quantidade de subscritores,,5779510.0
2024,Janeiro,Mobile_Banking,Valor das transferências efectuadas para contas,,10018882126.44799
2024,Janeiro,Mobile_Banking,Volume das transferências efectuadas para contas,,1199929.0
2024,Março,Mobile_Banking,Volume das transferências efectuadas para contas,,1421363.0
2024,Abril,Mobile_Banking,Volume das transferências efectuadas para contas,,1391063.0
2024,Março,Mobile_Banking,Quantidade de subscritores,,5738050.0
2024,Maio,Mobile_Banking,Valor das transferências efectuadas para contas,,11884908353.629498
2024,Maio,Mobile_Banking,Quantidade de subscritores,,5772144.0
2024,Junho,Mobile_Banking,Quantidade de subscritores,,5761533.0
2024,Abril,Mobile_Banking,Quantidade de subscritores,,5752985.0
2024,Junho,Mobile_Banking,Valor das transferências efectuadas para contas,,12939043242.670477
2024,Agosto,Mobile_Banking,Quantidade de subscritores,,5799774.0
2024,Setembro,Mobile_Banking,Quantidade de subscritores,,5777237.0
2024,Novembro,Mobile_Banking,Quantidade de subscritores,,5796992.0
2024,Dezembro,Mobile_Banking,Quantidade de subscritores,,5801325.0
2024,Julho,Mobile_Banking,Quantidade de subscritores,,5779444.0
2025,Março,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,3455702.0
2025,Junho,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,3635099.0
2025,Maio,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,3881130.0
2025,Abril,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,3861190.0
2025,Fevereiro,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,3888789.0
2025,Agosto,Mobile_Banking,Valor das transferências efectuadas para contas,,15081227521.049606
2025,Dezembro,Mobile_Banking,Valor das transferências efectuadas para contas,,18853589431.0928
2025,Novembro,Mobile_Banking,Valor das transferências efectuadas para contas,,14969518740.571491
2025,Outubro,Mobile_Banking,Valor das transferências efectuadas para contas,,17697033396.502808
2025,Setembro,Mobile_Banking,Valor das transferências efectuadas para contas,,16875935055.07019
2025,Julho,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,3567664.0
2025,Janeiro,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,3607663.0
2025,Agosto,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,3499325.0
2025,Outubro,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,11005564952.12
2025,Outubro,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,3997802.0
2025,Novembro,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,3902798.0
2025,Dezembro,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,5540833.0
2025,Janeiro,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,9353109470.3
2025,Fevereiro,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,9889147812.49
2025,Março,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,8864417313.710001
2025,Abril,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,10034089071.93
2025,Maio,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,10576603992.7
2025,Junho,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,9835513332.42
2025,Julho,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,9792221950.84
2025,Agosto,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,9254869867.69
2025,Setembro,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,9732998818.63
2025,Julho,Mobile_Banking,Valor das transferências efectuadas para contas,,16274565801.45231
2025,Setembro,Mobile_Banking,Volume das transferências efectuadas para telemóveis,,3610954.0
2025,Junho,Mobile_Banking,Valor das transferências efectuadas para contas,,14988407131.718994
2025,Abril,Mobile_Banking,Volume das transferências efectuadas para contas,,1527336.0
2025,Abril,Mobile_Banking,Valor das transferências efectuadas para contas,,16067533814.816109
2025,Novembro,Mobile_Banking,Valor das transferências efectuadas para telemóveis,,10884805871.400002
2025,Janeiro,Mobile_Banking,Quantidade de subscritores,,5837438.0
2025,Fevereiro,Mobile_Banking,Quantidade de subscritores,,5847046.0
2025,Março,Mobile_Banking,Quantidade de subscritores,,6033619.0
2025,Abril,Mobile_Banking,Quantidade de subscritores,,6052565.0
2025,Maio,Mobile_Banking,Quantidade de subscritores,,6067179.0
2025,Junho,Mobile_Banking,Quantidade de subscritores,,6085503.0
2025,Julho,Mobile_Banking,Quantidade de subscritores,,6098983.0
2025,Agosto,Mobile_Banking,Quantidade de subscritores,,6116080.0
2025,Setembro,Mobile_Banking,Quantidade de subscritores,,6126228.0
