Province,District,Month,Account_Currency,Gender,Total_Accounts,Year,Age
Zambézia,Chinde,Dezembro,Em Moeda Estrangeira,Mulheres,0.0,2023,Mais de 60
Zambézia,Chinde,Dezembro,Em Moeda Estrangeira,Outros,0.0,2023,
Zambézia,Gurúè,Janeiro,Em Meticais,Homens,255.0,2023,0 a 16
Zambézia,Gurúè,Janeiro,Em Meticais,Homens,164.0,2023,17 a 21
Zambézia,Gurúè,Janeiro,Em Meticais,Homens,21879.0,2023,22 a 60
Zambézia,Gurúè,Janeiro,Em Meticais,Homens,2979.0,2023,Mais de 60
Zambézia,Gurúè,Janeiro,Em Meticais,Mulheres,269.0,2023,0 a 16
Zambézia,Gurúè,Janeiro,Em Meticais,Mulheres,151.0,2023,17 a 21
Zambézia,Gurúè,Janeiro,Em Meticais,Mulheres,9882.0,2023,22 a 60
Zambézia,Gurúè,Janeiro,Em Meticais,Mulheres,686.0,2023,Mais de 60
Zambézia,Gurúè,Janeiro,Em Meticais,Outros,554.0,2023,
Zambézia,Gurúè,Janeiro,Em Moeda Estrangeira,Homens,0.0,2023,0 a 16
Zambézia,Gurúè,Janeiro,Em Moeda Estrangeira,Homens,0.0,2023,17 a 21
Zambézia,Gurúè,Janeiro,Em Moeda Estrangeira,Homens,109.0,2023,22 a 60
Zambézia,Gurúè,Janeiro,Em Moeda Estrangeira,Homens,31.0,2023,Mais de 60
Zambézia,Gurúè,Janeiro,Em Moeda Estrangeira,Mulheres,0.0,2023,0 a 16
Zambézia,Gurúè,Março,Em Moeda Estrangeira,Homens,0.0,2023,17 a 21
Zambézia,Gurúè,Março,Em Moeda Estrangeira,Homens,110.0,2023,22 a 60
Zambézia,Gurúè,Março,Em Moeda Estrangeira,Homens,31.0,2023,Mais de 60
Zambézia,Gurúè,Março,Em Moeda Estrangeira,Mulheres,0.0,2023,0 a 16
Zambézia,Gurúè,Maio,Em Moeda Estrangeira,Homens,110.0,2023,22 a 60
Zambézia,Gurúè,Maio,Em Moeda Estrangeira,Homens,31.0,2023,Mais de 60
Zambézia,Gurúè,Maio,Em Moeda Estrangeira,Mulheres,0.0,2023,0 a 16
Zambézia,Gurúè,Maio,Em Moeda Estrangeira,Mulheres,0.0,2023,17 a 21
Zambézia,Gurúè,Maio,Em Moeda Estrangeira,Mulheres,19.0,2023,22 a 60
Zambézia,Gurúè,Maio,Em Moeda Estrangeira,Mulheres,4.0,2023,Mais de 60
Zambézia,Gurúè,Maio,Em Moeda Estrangeira,Outros,24.0,2023,
Zambézia,Gurúè,Junho,Em Meticais,Homens,255.0,2023,0 a 16
Zambézia,Gurúè,Junho,Em Meticais,Homens,184.0,2023,17 a 21
Zambézia,Gurúè,Junho,Em Meticais,Homens,22026.0,2023,22 a 60
Zambézia,Gurúè,Junho,Em Meticais,Homens,2994.0,2023,Mais de 60
Zambézia,Gurúè,Junho,Em Meticais,Mulheres,274.0,2023,0 a 16
Zambézia,Gurúè,Junho,Em Meticais,Mulheres,168.0,2023,17 a 21
Zambézia,Gurúè,Junho,Em Meticais,Mulheres,9984.0,2023,22 a 60
Zambézia,Gurúè,Junho,Em Meticais,Mulheres,684.0,2023,Mais de 60
Zambézia,Gurúè,Junho,Em Meticais,Outros,556.0,2023,
Zambézia,Gurúè,Junho,Em Moeda Estrangeira,Homens,0.0,2023,0 a 16
Zambézia,Gurúè,Junho,Em Moeda Estrangeira,Homens,0.0,2023,17 a 21
Zambézia,Gurúè,Junho,Em Moeda Estrangeira,Homens,112.0,2023,22 a 60
Zambézia,Gurúè,Junho,Em Moeda Estrangeira,Homens,31.0,2023,Mais de 60
Zambézia,Gurúè,Junho,Em Moeda Estrangeira,Mulheres,0.0,2023,0 a 16
Zambézia,Gurúè,Junho,Em Moeda Estrangeira,Mulheres,0.0,2023,17 a 21
Zambézia,Gurúè,Junho,Em Moeda Estrangeira,Mulheres,19.0,2023,22 a 60
Zambézia,Gurúè,Junho,Em Moeda Estrangeira,Mulheres,4.0,2023,Mais de 60
Zambézia,Gurúè,Junho,Em Moeda Estrangeira,Outros,25.0,2023,
Zambézia,Gurúè,Julho,Em Meticais,Homens,256.0,2023,0 a 16
Zambézia,Gurúè,Julho,Em Meticais,Homens,190.0,2023,17 a 21
Zambézia,Gurúè,Julho,Em Meticais,Homens,22060.0,2023,22 a 60
Zambézia,Gurúè,Julho,Em Meticais,Homens,2996.0,2023,Mais de 60
Zambézia,Gurúè,Maio,Em Moeda Estrangeira,Homens,0.0,2023,17 a 21
Zambézia,Ile,Fevereiro,Em Meticais,Outros,66.0,2023,
Zambézia,Gurúè,Maio,Em Moeda Estrangeira,Homens,0.0,2023,0 a 16
Zambézia,Gurúè,Maio,Em Meticais,Mulheres,684.0,2023,Mais de 60
Zambézia,Gurúè,Março,Em Moeda Estrangeira,Mulheres,0.0,2023,17 a 21
Zambézia,Gurúè,Março,Em Moeda Estrangeira,Mulheres,20.0,2023,22 a 60
Zambézia,Gurúè,Março,Em Moeda Estrangeira,Mulheres,4.0,2023,Mais de 60
Zambézia,Gurúè,Março,Em Moeda Estrangeira,Outros,24.0,2023,
Zambézia,Gurúè,Abril,Em Meticais,Homens,255.0,2023,0 a 16
Zambézia,Gurúè,Abril,Em Meticais,Homens,172.0,2023,17 a 21
Zambézia,Gurúè,Abril,Em Meticais,Homens,21985.0,2023,22 a 60
Zambézia,Gurúè,Abril,Em Meticais,Homens,2982.0,2023,Mais de 60
Zambézia,Gurúè,Abril,Em Meticais,Mulheres,273.0,2023,0 a 16
Zambézia,Gurúè,Abril,Em Meticais,Mulheres,162.0,2023,17 a 21
Zambézia,Gurúè,Abril,Em Meticais,Mulheres,9945.0,2023,22 a 60
Zambézia,Gurúè,Abril,Em Meticais,Mulheres,685.0,2023,Mais de 60
Zambézia,Gurúè,Abril,Em Meticais,Outros,554.0,2023,
Zambézia,Gurúè,Abril,Em Moeda Estrangeira,Homens,0.0,2023,0 a 16
Zambézia,Gurúè,Abril,Em Moeda Estrangeira,Homens,0.0,2023,17 a 21
Zambézia,Gurúè,Abril,Em Moeda Estrangeira,Homens,110.0,2023,22 a 60
Zambézia,Gurúè,Abril,Em Moeda Estrangeira,Homens,31.0,2023,Mais de 60
Zambézia,Gurúè,Abril,Em Moeda Estrangeira,Mulheres,0.0,2023,0 a 16
Zambézia,Gurúè,Abril,Em Moeda Estrangeira,Mulheres,0.0,2023,17 a 21
Zambézia,Gurúè,Abril,Em Moeda Estrangeira,Mulheres,20.0,2023,22 a 60
Zambézia,Gurúè,Abril,Em Moeda Estrangeira,Mulheres,4.0,2023,Mais de 60
Zambézia,Gurúè,Abril,Em Moeda Estrangeira,Outros,24.0,2023,
Zambézia,Gurúè,Maio,Em Meticais,Homens,255.0,2023,0 a 16
Zambézia,Gurúè,Maio,Em Meticais,Homens,176.0,2023,17 a 21
Zambézia,Gurúè,Maio,Em Meticais,Homens,22015.0,2023,22 a 60
Zambézia,Gurúè,Maio,Em Meticais,Homens,2985.0,2023,Mais de 60
Zambézia,Gurúè,Maio,Em Meticais,Mulheres,273.0,2023,0 a 16
Zambézia,Gurúè,Maio,Em Meticais,Mulheres,165.0,2023,17 a 21
Zambézia,Gurúè,Maio,Em Meticais,Mulheres,9962.0,2023,22 a 60
Zambézia,Gurúè,Maio,Em Meticais,Outros,555.0,2023,
Zambézia,Ile,Fevereiro,Em Moeda Estrangeira,Homens,0.0,2023,0 a 16
Zambézia,Ile,Fevereiro,Em Moeda Estrangeira,Homens,0.0,2023,17 a 21
Zambézia,Ile,Fevereiro,Em Moeda Estrangeira,Homens,0.0,2023,22 a 60
Zambézia,Ile,Novembro,Em Moeda Estrangeira,Mulheres,0.0,2023,17 a 21
Zambézia,Ile,Novembro,Em Moeda Estrangeira,Mulheres,0.0,2023,22 a 60
Zambézia,Ile,Novembro,Em Moeda Estrangeira,Mulheres,0.0,2023,Mais de 60
Zambézia,Ile,Novembro,Em Moeda Estrangeira,Outros,0.0,2023,
Zambézia,Ile,Dezembro,Em Meticais,Homens,4.0,2023,0 a 16
Zambézia,Ile,Dezembro,Em Meticais,Homens,47.0,2023,17 a 21
Zambézia,Ile,Dezembro,Em Meticais,Homens,3605.0,2023,22 a 60
Zambézia,Ile,Dezembro,Em Meticais,Homens,235.0,2023,Mais de 60
Zambézia,Ile,Dezembro,Em Meticais,Mulheres,8.0,2023,0 a 16
Zambézia,Ile,Dezembro,Em Meticais,Mulheres,21.0,2023,17 a 21
Zambézia,Ile,Dezembro,Em Meticais,Mulheres,1294.0,2023,22 a 60
Zambézia,Ile,Dezembro,Em Meticais,Mulheres,20.0,2023,Mais de 60
Zambézia,Ile,Dezembro,Em Meticais,Outros,84.0,2023,
Zambézia,Ile,Novembro,Em Moeda Estrangeira,Mulheres,0.0,2023,0 a 16
Zambézia,Ile,Dezembro,Em Moeda Estrangeira,Homens,0.0,2023,0 a 16
Zambézia,Ile,Dezembro,Em Moeda Estrangeira,Homens,0.0,2023,22 a 60
Zambézia,Ile,Dezembro,Em Moeda Estrangeira,Homens,0.0,2023,Mais de 60
Zambézia,Ile,Dezembro,Em Moeda Estrangeira,Mulheres,0.0,2023,0 a 16
Zambézia,Ile,Dezembro,Em Moeda Estrangeira,Mulheres,0.0,2023,17 a 21
Zambézia,Ile,Dezembro,Em Moeda Estrangeira,Mulheres,0.0,2023,22 a 60
Zambézia,Ile,Dezembro,Em Moeda Estrangeira,Mulheres,0.0,2023,Mais de 60
Zambézia,Ile,Dezembro,Em Moeda Estrangeira,Outros,0.0,2023,
Zambézia,Inhassunge,Janeiro,Em Meticais,Homens,0.0,2023,0 a 16
Zambézia,Inhassunge,Janeiro,Em Meticais,Homens,0.0,2023,17 a 21
Zambézia,Inhassunge,Janeiro,Em Meticais,Homens,0.0,2023,22 a 60
Zambézia,Inhassunge,Janeiro,Em Meticais,Homens,0.0,2023,Mais de 60
Zambézia,Inhassunge,Janeiro,Em Meticais,Mulheres,0.0,2023,0 a 16
Zambézia,Inhassunge,Janeiro,Em Meticais,Mulheres,0.0,2023,17 a 21
Zambézia,Ile,Dezembro,Em Moeda Estrangeira,Homens,0.0,2023,17 a 21
Zambézia,Ile,Novembro,Em Moeda Estrangeira,Homens,0.0,2023,Mais de 60
Zambézia,Ile,Novembro,Em Moeda Estrangeira,Homens,0.0,2023,22 a 60
Zambézia,Ile,Novembro,Em Moeda Estrangeira,Homens,0.0,2023,17 a 21
Zambézia,Ile,Setembro,Em Moeda Estrangeira,Outros,0.0,2023,
Zambézia,Ile,Outubro,Em Meticais,Homens,4.0,2023,0 a 16
Zambézia,Ile,Outubro,Em Meticais,Homens,39.0,2023,17 a 21
Zambézia,Ile,Outubro,Em Meticais,Homens,3138.0,2023,22 a 60
Zambézia,Ile,Outubro,Em Meticais,Homens,233.0,2023,Mais de 60
Zambézia,Ile,Outubro,Em Meticais,Mulheres,8.0,2023,0 a 16
Zambézia,Ile,Outubro,Em Meticais,Mulheres,21.0,2023,17 a 21
Zambézia,Ile,Outubro,Em Meticais,Mulheres,1099.0,2023,22 a 60
Zambézia,Ile,Outubro,Em Meticais,Mulheres,20.0,2023,Mais de 60
Zambézia,Ile,Outubro,Em Meticais,Outros,77.0,2023,
Zambézia,Ile,Outubro,Em Moeda Estrangeira,Homens,0.0,2023,0 a 16
Zambézia,Ile,Outubro,Em Moeda Estrangeira,Homens,0.0,2023,17 a 21
Zambézia,Ile,Outubro,Em Moeda Estrangeira,Homens,0.0,2023,22 a 60
Zambézia,Ile,Outubro,Em Moeda Estrangeira,Homens,0.0,2023,Mais de 60
Zambézia,Ile,Outubro,Em Moeda Estrangeira,Mulheres,0.0,2023,0 a 16
Zambézia,Ile,Outubro,Em Moeda Estrangeira,Mulheres,0.0,2023,17 a 21
Zambézia,Ile,Outubro,Em Moeda Estrangeira,Mulheres,0.0,2023,22 a 60
Zambézia,Ile,Outubro,Em Moeda Estrangeira,Mulheres,0.0,2023,Mais de 60
Zambézia,Ile,Outubro,Em Moeda Estrangeira,Outros,0.0,2023,
Zambézia,Ile,Novembro,Em Meticais,Homens,4.0,2023,0 a 16
Zambézia,Ile,Novembro,Em Meticais,Homens,39.0,2023,17 a 21
Zambézia,Ile,Novembro,Em Meticais,Homens,3137.0,2023,22 a 60
Zambézia,Ile,Novembro,Em Meticais,Homens,234.0,2023,Mais de 60
Zambézia,Ile,Novembro,Em Meticais,Mulheres,8.0,2023,0 a 16
Zambézia,Ile,Novembro,Em Meticais,Mulheres,21.0,2023,17 a 21
Zambézia,Ile,Novembro,Em Meticais,Mulheres,1099.0,2023,22 a 60
Zambézia,Ile,Novembro,Em Meticais,Mulheres,20.0,2023,Mais de 60
Zambézia,Ile,Novembro,Em Meticais,Outros,77.0,2023,
Zambézia,Ile,Novembro,Em Moeda Estrangeira,Homens,0.0,2023,0 a 16
Zambézia,Inhassunge,Janeiro,Em Meticais,Mulheres,0.0,2023,22 a 60
Zambézia,Inhassunge,Janeiro,Em Meticais,Mulheres,0.0,2023,Mais de 60
Zambézia,Inhassunge,Janeiro,Em Meticais,Outros,0.0,2023,
Zambézia,Inhassunge,Janeiro,Em Moeda Estrangeira,Homens,0.0,2023,0 a 16
Zambézia,Inhassunge,Março,Em Meticais,Mulheres,0.0,2023,Mais de 60
Zambézia,Inhassunge,Março,Em Meticais,Outros,0.0,2023,
Zambézia,Inhassunge,Março,Em Moeda Estrangeira,Homens,0.0,2023,0 a 16
Zambézia,Inhassunge,Março,Em Moeda Estrangeira,Homens,0.0,2023,17 a 21
Zambézia,Inhassunge,Março,Em Moeda Estrangeira,Homens,0.0,2023,22 a 60
Zambézia,Inhassunge,Março,Em Moeda Estrangeira,Homens,0.0,2023,Mais de 60
Zambézia,Inhassunge,Março,Em Moeda Estrangeira,Mulheres,0.0,2023,0 a 16
Zambézia,Inhassunge,Março,Em Moeda Estrangeira,Mulheres,0.0,2023,17 a 21
Zambézia,Inhassunge,Março,Em Moeda Estrangeira,Mulheres,0.0,2023,22 a 60
Zambézia,Inhassunge,Março,Em Moeda Estrangeira,Mulheres,0.0,2023,Mais de 60
Zambézia,Inhassunge,Março,Em Moeda Estrangeira,Outros,0.0,2023,
Zambézia,Inhassunge,Abril,Em Meticais,Homens,0.0,2023,0 a 16
Zambézia,Inhassunge,Abril,Em Meticais,Homens,0.0,2023,17 a 21
Zambézia,Inhassunge,Abril,Em Meticais,Homens,0.0,2023,22 a 60
Zambézia,Inhassunge,Abril,Em Meticais,Homens,0.0,2023,Mais de 60
Zambézia,Inhassunge,Abril,Em Meticais,Mulheres,0.0,2023,0 a 16
Zambézia,Inhassunge,Abril,Em Meticais,Mulheres,0.0,2023,17 a 21
Zambézia,Inhassunge,Abril,Em Meticais,Mulheres,0.0,2023,22 a 60
Zambézia,Inhassunge,Abril,Em Meticais,Mulheres,0.0,2023,Mais de 60
Zambézia,Inhassunge,Abril,Em Meticais,Outros,0.0,2023,
Zambézia,Inhassunge,Abril,Em Moeda Estrangeira,Homens,0.0,2023,0 a 16
Zambézia,Inhassunge,Abril,Em Moeda Estrangeira,Homens,0.0,2023,17 a 21
Zambézia,Inhassunge,Abril,Em Moeda Estrangeira,Homens,0.0,2023,22 a 60
Zambézia,Inhassunge,Abril,Em Moeda Estrangeira,Homens,0.0,2023,Mais de 60
Zambézia,Inhassunge,Abril,Em Moeda Estrangeira,Mulheres,0.0,2023,0 a 16
Zambézia,Inhassunge,Abril,Em Moeda Estrangeira,Mulheres,0.0,2023,17 a 21
Zambézia,Inhassunge,Abril,Em Moeda Estrangeira,Mulheres,0.0,2023,22 a 60
Zambézia,Inhassunge,Abril,Em Moeda Estrangeira,Mulheres,0.0,2023,Mais de 60
Zambézia,Inhassunge,Abril,Em Moeda Estrangeira,Outros,0.0,2023,
Zambézia,Inhassunge,Março,Em Meticais,Mulheres,0.0,2023,22 a 60
Zambézia,Ile,Setembro,Em Moeda Estrangeira,Mulheres,0.0,2023,Mais de 60
Zambézia,Inhassunge,Março,Em Meticais,Mulheres,0.0,2023,17 a 21
Zambézia,Inhassunge,Março,Em Meticais,Homens,0.0,2023,Mais de 60
Zambézia,Inhassunge,Janeiro,Em Moeda Estrangeira,Homens,0.0,2023,17 a 21
Zambézia,Inhassunge,Janeiro,Em Moeda Estrangeira,Homens,0.0,2023,22 a 60
Zambézia,Inhassunge,Janeiro,Em Moeda Estrangeira,Homens,0.0,2023,Mais de 60
Zambézia,Inhassunge,Janeiro,Em Moeda Estrangeira,Mulheres,0.0,2023,0 a 16
Zambézia,Inhassunge,Janeiro,Em Moeda Estrangeira,Mulheres,0.0,2023,17 a 21
Zambézia,Inhassunge,Janeiro,Em Moeda Estrangeira,Mulheres,0.0,2023,22 a 60
Zambézia,Inhassunge,Janeiro,Em Moeda Estrangeira,Mulheres,0.0,2023,Mais de 60
Zambézia,Inhassunge,Janeiro,Em Moeda Estrangeira,Outros,0.0,2023,
Zambézia,Inhassunge,Fevereiro,Em Meticais,Homens,0.0,2023,0 a 16
Zambézia,Inhassunge,Fevereiro,Em Meticais,Homens,0.0,2023,17 a 21
Zambézia,Inhassunge,Fevereiro,Em Meticais,Homens,0.0,2023,22 a 60
Zambézia,Inhassunge,Fevereiro,Em Meticais,Homens,0.0,2023,Mais de 60
Zambézia,Inhassunge,Fevereiro,Em Meticais,Mulheres,0.0,2023,0 a 16
Zambézia,Inhassunge,Fevereiro,Em Meticais,Mulheres,0.0,2023,17 a 21
Zambézia,Inhassunge,Fevereiro,Em Meticais,Mulheres,0.0,2023,22 a 60
Zambézia,Inhassunge,Fevereiro,Em Meticais,Mulheres,0.0,2023,Mais de 60
Zambézia,Inhassunge,Fevereiro,Em Meticais,Outros,0.0,2023,
Zambézia,Inhassunge,Fevereiro,Em Moeda Estrangeira,Homens,0.0,2023,0 a 16
Zambézia,Inhassunge,Fevereiro,Em Moeda Estrangeira,Homens,0.0,2023,17 a 21
Zambézia,Inhassunge,Fevereiro,Em Moeda Estrangeira,Homens,0.0,2023,22 a 60
Zambézia,Inhassunge,Fevereiro,Em Moeda Estrangeira,Homens,0.0,2023,Mais de 60
Zambézia,Inhassunge,Fevereiro,Em Moeda Estrangeira,Mulheres,0.0,2023,0 a 16
Zambézia,Inhassunge,Fevereiro,Em Moeda Estrangeira,Mulheres,0.0,2023,17 a 21
Zambézia,Inhassunge,Fevereiro,Em Moeda Estrangeira,Mulheres,0.0,2023,22 a 60
Zambézia,Inhassunge,Fevereiro,Em Moeda Estrangeira,Mulheres,0.0,2023,Mais de 60
Zambézia,Inhassunge,Fevereiro,Em Moeda Estrangeira,Outros,0.0,2023,
Zambézia,Inhassunge,Março,Em Meticais,Homens,0.0,2023,0 a 16
Zambézia,Inhassunge,Março,Em Meticais,Homens,0.0,2023,17 a 21
Zambézia,Inhassunge,Março,Em Meticais,Homens,0.0,2023,22 a 60
Zambézia,Inhassunge,Março,Em Meticais,Mulheres,0.0,2023,0 a 16
Zambézia,Chinde,Dezembro,Em Meticais,Homens,0.0,2023,22 a 60
Zambézia,Ile,Setembro,Em Moeda Estrangeira,Mulheres,0.0,2023,22 a 60
Zambézia,Ile,Setembro,Em Moeda Estrangeira,Mulheres,0.0,2023,0 a 16
Zambézia,Ile,Abril,Em Moeda Estrangeira,Homens,0.0,2023,0 a 16
Zambézia,Ile,Abril,Em Moeda Estrangeira,Homens,0.0,2023,17 a 21
Zambézia,Ile,Abril,Em Moeda Estrangeira,Homens,0.0,2023,22 a 60
Zambézia,Ile,Abril,Em Moeda Estrangeira,Homens,0.0,2023,Mais de 60
Zambézia,Ile,Abril,Em Moeda Estrangeira,Mulheres,0.0,2023,0 a 16
Zambézia,Ile,Abril,Em Moeda Estrangeira,Mulheres,0.0,2023,17 a 21
Zambézia,Ile,Abril,Em Moeda Estrangeira,Mulheres,0.0,2023,22 a 60
Zambézia,Ile,Abril,Em Moeda Estrangeira,Mulheres,0.0,2023,Mais de 60
Zambézia,Ile,Abril,Em Moeda Estrangeira,Outros,0.0,2023,
Zambézia,Ile,Maio,Em Meticais,Homens,3.0,2023,0 a 16
Zambézia,Ile,Maio,Em Meticais,Homens,32.0,2023,17 a 21
Zambézia,Ile,Maio,Em Meticais,Homens,2486.0,2023,22 a 60
Zambézia,Ile,Maio,Em Meticais,Homens,215.0,2023,Mais de 60
Zambézia,Ile,Abril,Em Meticais,Outros,69.0,2023,
Zambézia,Ile,Maio,Em Meticais,Mulheres,7.0,2023,0 a 16
Zambézia,Ile,Maio,Em Meticais,Mulheres,868.0,2023,22 a 60
Zambézia,Ile,Maio,Em Meticais,Mulheres,19.0,2023,Mais de 60
Zambézia,Ile,Maio,Em Meticais,Outros,70.0,2023,
Zambézia,Ile,Maio,Em Moeda Estrangeira,Homens,0.0,2023,0 a 16
Zambézia,Ile,Maio,Em Moeda Estrangeira,Homens,0.0,2023,17 a 21
Zambézia,Ile,Maio,Em Moeda Estrangeira,Homens,0.0,2023,22 a 60
Zambézia,Ile,Maio,Em Moeda Estrangeira,Homens,0.0,2023,Mais de 60
Zambézia,Ile,Maio,Em Moeda Estrangeira,Mulheres,0.0,2023,0 a 16
Zambézia,Ile,Maio,Em Moeda Estrangeira,Mulheres,0.0,2023,17 a 21
Zambézia,Ile,Maio,Em Moeda Estrangeira,Mulheres,0.0,2023,22 a 60
Zambézia,Ile,Maio,Em Moeda Estrangeira,Mulheres,0.0,2023,Mais de 60
Zambézia,Ile,Maio,Em Moeda Estrangeira,Outros,0.0,2023,
Zambézia,Ile,Junho,Em Meticais,Homens,3.0,2023,0 a 16
Zambézia,Ile,Maio,Em Meticais,Mulheres,21.0,2023,17 a 21
Zambézia,Ile,Abril,Em Meticais,Mulheres,19.0,2023,Mais de 60
Zambézia,Ile,Abril,Em Meticais,Mulheres,830.0,2023,22 a 60
Zambézia,Ile,Abril,Em Meticais,Mulheres,22.0,2023,17 a 21
Zambézia,Ile,Fevereiro,Em Moeda Estrangeira,Homens,0.0,2023,Mais de 60
Zambézia,Ile,Fevereiro,Em Moeda Estrangeira,Mulheres,0.0,2023,0 a 16
Zambézia,Ile,Fevereiro,Em Moeda Estrangeira,Mulheres,0.0,2023,17 a 21
Zambézia,Ile,Fevereiro,Em Moeda Estrangeira,Mulheres,0.0,2023,22 a 60
Zambézia,Ile,Fevereiro,Em Moeda Estrangeira,Mulheres,0.0,2023,Mais de 60
Zambézia,Ile,Fevereiro,Em Moeda Estrangeira,Outros,0.0,2023,
Zambézia,Ile,Março,Em Meticais,Homens,3.0,2023,0 a 16
Zambézia,Ile,Março,Em Meticais,Homens,31.0,2023,17 a 21
Zambézia,Ile,Março,Em Meticais,Homens,2313.0,2023,22 a 60
Zambézia,Ile,Março,Em Meticais,Homens,205.0,2023,Mais de 60
Zambézia,Ile,Março,Em Meticais,Mulheres,8.0,2023,0 a 16
Zambézia,Ile,Março,Em Meticais,Mulheres,23.0,2023,17 a 21
Zambézia,Ile,Março,Em Meticais,Mulheres,800.0,2023,22 a 60
Zambézia,Ile,Março,Em Meticais,Mulheres,19.0,2023,Mais de 60
Zambézia,Ile,Março,Em Meticais,Outros,68.0,2023,
Zambézia,Ile,Março,Em Moeda Estrangeira,Homens,0.0,2023,0 a 16
Zambézia,Ile,Março,Em Moeda Estrangeira,Homens,0.0,2023,17 a 21
Zambézia,Ile,Março,Em Moeda Estrangeira,Homens,0.0,2023,22 a 60
Zambézia,Ile,Março,Em Moeda Estrangeira,Homens,0.0,2023,Mais de 60
Zambézia,Ile,Março,Em Moeda Estrangeira,Mulheres,0.0,2023,0 a 16
Zambézia,Ile,Março,Em Moeda Estrangeira,Mulheres,0.0,2023,17 a 21
Zambézia,Ile,Março,Em Moeda Estrangeira,Mulheres,0.0,2023,22 a 60
Zambézia,Ile,Março,Em Moeda Estrangeira,Mulheres,0.0,2023,Mais de 60
Zambézia,Ile,Março,Em Moeda Estrangeira,Outros,0.0,2023,
Zambézia,Ile,Abril,Em Meticais,Homens,3.0,2023,0 a 16
Zambézia,Ile,Abril,Em Meticais,Homens,30.0,2023,17 a 21
Zambézia,Ile,Abril,Em Meticais,Homens,2395.0,2023,22 a 60
Zambézia,Ile,Abril,Em Meticais,Homens,210.0,2023,Mais de 60
Zambézia,Ile,Abril,Em Meticais,Mulheres,7.0,2023,0 a 16
Zambézia,Ile,Junho,Em Meticais,Homens,33.0,2023,17 a 21
Zambézia,Ile,Junho,Em Meticais,Homens,2591.0,2023,22 a 60
Zambézia,Ile,Junho,Em Meticais,Homens,223.0,2023,Mais de 60
Zambézia,Ile,Junho,Em Meticais,Mulheres,7.0,2023,0 a 16
Zambézia,Ile,Agosto,Em Meticais,Homens,2824.0,2023,22 a 60
Zambézia,Ile,Agosto,Em Meticais,Homens,225.0,2023,Mais de 60
Zambézia,Ile,Agosto,Em Meticais,Mulheres,7.0,2023,0 a 16
Zambézia,Ile,Agosto,Em Meticais,Mulheres,20.0,2023,17 a 21
Zambézia,Ile,Agosto,Em Meticais,Mulheres,981.0,2023,22 a 60
Zambézia,Ile,Agosto,Em Meticais,Mulheres,19.0,2023,Mais de 60
Zambézia,Ile,Agosto,Em Meticais,Outros,72.0,2023,
Zambézia,Ile,Agosto,Em Moeda Estrangeira,Homens,0.0,2023,0 a 16
Zambézia,Ile,Agosto,Em Moeda Estrangeira,Homens,0.0,2023,17 a 21
Zambézia,Ile,Agosto,Em Moeda Estrangeira,Homens,0.0,2023,22 a 60
Zambézia,Ile,Agosto,Em Moeda Estrangeira,Homens,0.0,2023,Mais de 60
Zambézia,Ile,Agosto,Em Moeda Estrangeira,Mulheres,0.0,2023,0 a 16
Zambézia,Ile,Agosto,Em Moeda Estrangeira,Mulheres,0.0,2023,17 a 21
Zambézia,Ile,Agosto,Em Moeda Estrangeira,Mulheres,0.0,2023,22 a 60
Zambézia,Ile,Agosto,Em Moeda Estrangeira,Mulheres,0.0,2023,Mais de 60
Zambézia,Ile,Agosto,Em Moeda Estrangeira,Outros,0.0,2023,
Zambézia,Ile,Setembro,Em Meticais,Homens,3.0,2023,0 a 16
Zambézia,Ile,Setembro,Em Meticais,Homens,40.0,2023,17 a 21
Zambézia,Ile,Setembro,Em Meticais,Homens,2966.0,2023,22 a 60
Zambézia,Ile,Setembro,Em Meticais,Homens,227.0,2023,Mais de 60
Zambézia,Ile,Setembro,Em Meticais,Mulheres,8.0,2023,0 a 16
Zambézia,Ile,Setembro,Em Meticais,Mulheres,21.0,2023,17 a 21
Zambézia,Ile,Setembro,Em Meticais,Mulheres,1030.0,2023,22 a 60
Zambézia,Ile,Setembro,Em Meticais,Mulheres,19.0,2023,Mais de 60
Zambézia,Ile,Setembro,Em Meticais,Outros,74.0,2023,
Zambézia,Ile,Setembro,Em Moeda Estrangeira,Homens,0.0,2023,0 a 16
Zambézia,Ile,Setembro,Em Moeda Estrangeira,Homens,0.0,2023,17 a 21
Zambézia,Ile,Setembro,Em Moeda Estrangeira,Homens,0.0,2023,22 a 60
Zambézia,Ile,Setembro,Em Moeda Estrangeira,Homens,0.0,2023,Mais de 60
Zambézia,Ile,Agosto,Em Meticais,Homens,39.0,2023,17 a 21
Zambézia,Ile,Setembro,Em Moeda Estrangeira,Mulheres,0.0,2023,17 a 21
Zambézia,Ile,Agosto,Em Meticais,Homens,3.0,2023,0 a 16
Zambézia,Ile,Julho,Em Moeda Estrangeira,Mulheres,0.0,2023,Mais de 60
Zambézia,Ile,Junho,Em Meticais,Mulheres,2.0,2023,17 a 21
Zambézia,Ile,Junho,Em Meticais,Mulheres,95.0,2023,22 a 60
Zambézia,Ile,Junho,Em Meticais,Mulheres,18.0,2023,Mais de 60
Zambézia,Ile,Junho,Em Meticais,Outros,71.0,2023,
Zambézia,Ile,Junho,Em Moeda Estrangeira,Homens,0.0,2023,0 a 16
Zambézia,Ile,Junho,Em Moeda Estrangeira,Homens,0.0,2023,17 a 21
