Province,District,Month,Account_Currency,Gender,Total_Accounts,Year,Age
Província de Maputo,Cidade de Maputo,Janeiro,Em Meticais,Homens,903356.0,2020,
Província de Maputo,Boane,Janeiro,Em Meticais,Homens,30264.0,2020,
Província de Maputo,Magude,Janeiro,Em Meticais,Homens,8322.0,2020,
Província de Maputo,Manhiça,Janeiro,Em Meticais,Homens,44883.0,2020,
Província de Maputo,Marracuene,Janeiro,Em Meticais,Homens,14035.0,2020,
Província de Maputo,Matutuíne,Janeiro,Em Meticais,Homens,4524.0,2020,
Província de Maputo,Namaacha,Janeiro,Em Meticais,Homens,5333.0,2020,
Sofala,Caia,Janeiro,Em Meticais,Homens,3780.0,2020,
Província de Maputo,Moamba,Janeiro,Em Meticais,Homens,35847.0,2020,
Gaza,Bilene-Macia,Janeiro,Em Meticais,Homens,19635.0,2020,
Gaza,Chibuto,Janeiro,Em Meticais,Homens,17683.0,2020,
Gaza,Chicualacuala,Janeiro,Em Meticais,Homens,37.0,2020,
Gaza,Chigubo,Janeiro,Em Meticais,Homens,6.0,2020,
Gaza,Chókwè,Janeiro,Em Meticais,Homens,29095.0,2020,
Gaza,Guijá,Janeiro,Em Meticais,Homens,29.0,2020,
Gaza,Mabalane,Janeiro,Em Meticais,Homens,1161.0,2020,
Gaza,Manjacaze,Janeiro,Em Meticais,Homens,7515.0,2020,
Gaza,Cidade de Xai-Xai,Janeiro,Em Meticais,Homens,73086.0,2020,
Província de Maputo,Cidade da Matola,Janeiro,Em Meticais,Homens,182738.0,2020,
Niassa,Chimbunhila,Junho,Em Moeda Estrangeira,Outros,0.0,2020,
Gaza,Massangena,Janeiro,Em Meticais,Homens,0.0,2020,
Gaza,Massingir,Janeiro,Em Meticais,Homens,3981.0,2020,
Inhambane,Cidade de Inhambane,Janeiro,Em Meticais,Homens,30733.0,2020,
Inhambane,Cidade de Maxixe,Janeiro,Em Meticais,Homens,46699.0,2020,
Inhambane,Funhaloro,Janeiro,Em Meticais,Homens,0.0,2020,
Inhambane,Govuro,Janeiro,Em Meticais,Homens,3481.0,2020,
Inhambane,Homoine,Janeiro,Em Meticais,Homens,5188.0,2020,
Inhambane,Inharrime,Janeiro,Em Meticais,Homens,11039.0,2020,
Inhambane,Inhassoro,Janeiro,Em Meticais,Homens,10429.0,2020,
Inhambane,Jangamo,Janeiro,Em Meticais,Homens,5155.0,2020,
Sofala,Chemba,Janeiro,Em Meticais,Homens,2919.0,2020,
Inhambane,Mabote,Janeiro,Em Meticais,Homens,1919.0,2020,
Inhambane,Morrumbene,Janeiro,Em Meticais,Homens,2734.0,2020,
Inhambane,Panda,Janeiro,Em Meticais,Homens,1396.0,2020,
Inhambane,Vilankulo,Janeiro,Em Meticais,Homens,23610.0,2020,
Inhambane,Zavala (Quissico),Janeiro,Em Meticais,Homens,11090.0,2020,
Sofala,Cidade da Beira,Janeiro,Em Meticais,Homens,224966.0,2020,
Sofala,Buzi,Janeiro,Em Meticais,Homens,5470.0,2020,
Gaza,Mapai,Janeiro,Em Meticais,Homens,44.0,2020,
Gaza,Chonguene,Janeiro,Em Meticais,Homens,0.0,2020,
Inhambane,Massinga,Janeiro,Em Meticais,Homens,20958.0,2020,
Sofala,Cheringoma,Janeiro,Em Meticais,Homens,567.0,2020,
Sofala,Chibabava,Janeiro,Em Meticais,Homens,5212.0,2020,
Tete,Chifunde,Janeiro,Em Meticais,Homens,477.0,2020,
Sofala,Gorongoza,Janeiro,Em Meticais,Homens,6463.0,2020,
Sofala,Machanga,Janeiro,Em Meticais,Homens,0.0,2020,
Sofala,Maringue,Janeiro,Em Meticais,Homens,0.0,2020,
Sofala,Marromeu,Janeiro,Em Meticais,Homens,5949.0,2020,
Sofala,Muanza,Janeiro,Em Meticais,Homens,0.0,2020,
Sofala,Nhamatanda,Janeiro,Em Meticais,Homens,13532.0,2020,
Manica,Cidade de Chimoio,Janeiro,Em Meticais,Homens,108434.0,2020,
Tete,Angónia,Janeiro,Em Meticais,Homens,22842.0,2020,
Sofala,Dondo,Janeiro,Em Meticais,Homens,35101.0,2020,
Manica,Bárue,Janeiro,Em Meticais,Homens,8876.0,2020,
Manica,Machaze,Janeiro,Em Meticais,Homens,0.0,2020,
Manica,Macossa,Janeiro,Em Meticais,Homens,0.0,2020,
Manica,Mossurize,Janeiro,Em Meticais,Homens,4319.0,2020,
Manica,Sussundenga,Janeiro,Em Meticais,Homens,0.0,2020,
Manica,Tambara,Janeiro,Em Meticais,Homens,7546.0,2020,
Manica,Macate,Janeiro,Em Meticais,Homens,0.0,2020,
Manica,Vanduzi,Janeiro,Em Meticais,Homens,13.0,2020,
Manica,Gondola,Janeiro,Em Meticais,Homens,20829.0,2020,
Manica,Guro,Janeiro,Em Meticais,Homens,5166.0,2020,
Gaza,Limpopo,Janeiro,Em Meticais,Homens,0.0,2020,
Tete,Cidade de Tete,Janeiro,Em Meticais,Homens,114158.0,2020,
Zambézia,Maganja da Costa,Janeiro,Em Meticais,Homens,4235.0,2020,
Tete,Chiuta,Janeiro,Em Meticais,Homens,3496.0,2020,
Tete,Macanga,Janeiro,Em Meticais,Homens,3853.0,2020,
Tete,Mágoe,Janeiro,Em Meticais,Homens,0.0,2020,
Tete,Maravia,Janeiro,Em Meticais,Homens,90.0,2020,
Tete,Moatize,Janeiro,Em Meticais,Homens,21433.0,2020,
Tete,Mutarara,Janeiro,Em Meticais,Homens,3590.0,2020,
Tete,Tsangano,Janeiro,Em Meticais,Homens,0.0,2020,
Tete,Changara,Janeiro,Em Meticais,Homens,2712.0,2020,
Tete,Cahora-Bassa,Janeiro,Em Meticais,Homens,18359.0,2020,
Tete,Zumbo,Janeiro,Em Meticais,Homens,0.0,2020,
Zambézia,Cidade de Quelimane,Janeiro,Em Meticais,Homens,87937.0,2020,
Zambézia,Alto Molócuè,Janeiro,Em Meticais,Homens,13544.0,2020,
Zambézia,Chinde,Janeiro,Em Meticais,Homens,0.0,2020,
Zambézia,Gurúè,Janeiro,Em Meticais,Homens,24542.0,2020,
Zambézia,Ile,Janeiro,Em Meticais,Homens,0.0,2020,
Zambézia,Inhassunge,Janeiro,Em Meticais,Homens,0.0,2020,
Zambézia,Lugela,Janeiro,Em Meticais,Homens,0.0,2020,
Tete,Doa,Janeiro,Em Meticais,Homens,0.0,2020,
Tete,Marara,Janeiro,Em Meticais,Homens,0.0,2020,
Gaza,Mabalane,Janeiro,Em Meticais,Mulheres,683.0,2020,
Zambézia,Gilé,Janeiro,Em Meticais,Homens,0.0,2020,
Gaza,Guijá,Janeiro,Em Meticais,Mulheres,13.0,2020,
Zambézia,Namacurra,Janeiro,Em Meticais,Homens,0.0,2020,
Zambézia,Namarroi,Janeiro,Em Meticais,Homens,0.0,2020,
Zambézia,Nicoadala,Janeiro,Em Meticais,Homens,6663.0,2020,
Zambézia,Pebane,Janeiro,Em Meticais,Homens,0.0,2020,
Zambézia,Molumbo,Janeiro,Em Meticais,Homens,0.0,2020,
Zambézia,Mocubela,Janeiro,Em Meticais,Homens,0.0,2020,
Cabo Delgado,Ibo,Janeiro,Em Meticais,Homens,0.0,2020,
Zambézia,Mulevala,Janeiro,Em Meticais,Homens,0.0,2020,
Zambézia,Derre,Janeiro,Em Meticais,Homens,0.0,2020,
Nampula,Cidade de Nampula,Janeiro,Em Meticais,Homens,187615.0,2020,
Nampula,Cidade de Nacala-Porto,Janeiro,Em Meticais,Homens,65457.0,2020,
Nampula,Angoche,Janeiro,Em Meticais,Homens,12211.0,2020,
Nampula,Ilha de Moçambique,Janeiro,Em Meticais,Homens,4543.0,2020,
Nampula,Lalaua,Janeiro,Em Meticais,Homens,0.0,2020,
Nampula,Malema,Janeiro,Em Meticais,Homens,4826.0,2020,
Nampula,Meconta (Namialo),Janeiro,Em Meticais,Homens,19939.0,2020,
Zambézia,Luabo,Janeiro,Em Meticais,Homens,0.0,2020,
Zambézia,Morrumbala,Janeiro,Em Meticais,Homens,8286.0,2020,
Zambézia,Mopeia,Janeiro,Em Meticais,Homens,5557.0,2020,
Nampula,Mecuburi,Janeiro,Em Meticais,Homens,490.0,2020,
Nampula,Memba,Janeiro,Em Meticais,Homens,22.0,2020,
Nampula,Monapo,Janeiro,Em Meticais,Homens,12129.0,2020,
Nampula,Mossuril,Janeiro,Em Meticais,Homens,0.0,2020,
Nampula,Muecate,Janeiro,Em Meticais,Homens,0.0,2020,
Nampula,Murrupula,Janeiro,Em Meticais,Homens,10.0,2020,
Nampula,Nacala-Velha,Janeiro,Em Meticais,Homens,6060.0,2020,
Nampula,Nacaroa,Janeiro,Em Meticais,Homens,51.0,2020,
Nampula,Namapa-Erati,Janeiro,Em Meticais,Homens,6921.0,2020,
Nampula,Rapale-Nampula,Janeiro,Em Meticais,Homens,475.0,2020,
Cabo Delgado,Macomia,Janeiro,Em Meticais,Homens,4981.0,2020,
Nampula,Ribaué,Janeiro,Em Meticais,Homens,7637.0,2020,
Nampula,Larde,Janeiro,Em Meticais,Homens,0.0,2020,
Cabo Delgado,Cabo Delgado,Janeiro,Em Meticais,Homens,159177.0,2020,
Cabo Delgado,Cidade de Pemba,Janeiro,Em Meticais,Homens,59002.0,2020,
Cabo Delgado,Ancuabe,Janeiro,Em Meticais,Homens,1714.0,2020,
Cabo Delgado,Balama,Janeiro,Em Meticais,Homens,4743.0,2020,
Cabo Delgado,Chiúre,Janeiro,Em Meticais,Homens,8987.0,2020,
Nampula,Mogovolas,Janeiro,Em Meticais,Homens,7634.0,2020,
Nampula,Mogincual,Janeiro,Em Meticais,Homens,0.0,2020,
Nampula,Liupo,Janeiro,Em Meticais,Homens,0.0,2020,
Cabo Delgado,Mecufi,Janeiro,Em Meticais,Homens,0.0,2020,
Cabo Delgado,Meluco,Janeiro,Em Meticais,Homens,0.0,2020,
Niassa,Nipepe,Janeiro,Em Meticais,Homens,0.0,2020,
Cabo Delgado,Montepuez,Janeiro,Em Meticais,Homens,23173.0,2020,
Cabo Delgado,Mueda,Janeiro,Em Meticais,Homens,14382.0,2020,
Cabo Delgado,Muidumbe,Janeiro,Em Meticais,Homens,1394.0,2020,
Cabo Delgado,Namuno,Janeiro,Em Meticais,Homens,148.0,2020,
Cabo Delgado,Nangade,Janeiro,Em Meticais,Homens,1816.0,2020,
Cabo Delgado,Palma,Janeiro,Em Meticais,Homens,9133.0,2020,
Cabo Delgado,Pemba-Metuge,Janeiro,Em Meticais,Homens,11943.0,2020,
Niassa,Metarica,Janeiro,Em Meticais,Homens,0.0,2020,
Cabo Delgado,Mocimboa da Praia,Janeiro,Em Meticais,Homens,17761.0,2020,
Cabo Delgado,Quissanga,Janeiro,Em Meticais,Homens,0.0,2020,
Niassa,Lago,Janeiro,Em Meticais,Homens,3537.0,2020,
Niassa,Manjune,Janeiro,Em Meticais,Homens,0.0,2020,
Niassa,Mandimba,Janeiro,Em Meticais,Homens,0.0,2020,
Niassa,Marrupa,Janeiro,Em Meticais,Homens,12000.0,2020,
Niassa,Maúa,Janeiro,Em Meticais,Homens,1470.0,2020,
Niassa,Mavago,Janeiro,Em Meticais,Homens,455.0,2020,
Niassa,Mecanhelas,Janeiro,Em Meticais,Homens,14409.0,2020,
Niassa,Cidade de Lichinga,Janeiro,Em Meticais,Homens,59589.0,2020,
Niassa,Cuamba,Janeiro,Em Meticais,Homens,38439.0,2020,
Zambézia,Milange,Janeiro,Em Meticais,Homens,14327.0,2020,
Niassa,Mecula,Janeiro,Em Meticais,Homens,429.0,2020,
Zambézia,Mocuba,Janeiro,Em Meticais,Homens,37799.0,2020,
Niassa,Sanga,Janeiro,Em Meticais,Homens,0.0,2020,
Niassa,Chimbunhila,Janeiro,Em Meticais,Homens,0.0,2020,
Província de Maputo,Cidade de Maputo,Janeiro,Em Meticais,Mulheres,557447.0,2020,
Província de Maputo,Cidade da Matola,Janeiro,Em Meticais,Mulheres,124681.0,2020,
Província de Maputo,Boane,Janeiro,Em Meticais,Mulheres,17193.0,2020,
Província de Maputo,Magude,Janeiro,Em Meticais,Mulheres,6425.0,2020,
Província de Maputo,Manhiça,Janeiro,Em Meticais,Mulheres,23861.0,2020,
Niassa,N´gauma,Janeiro,Em Meticais,Homens,0.0,2020,
Niassa,Muembe,Janeiro,Em Meticais,Homens,0.0,2020,
Província de Maputo,Marracuene,Janeiro,Em Meticais,Mulheres,8193.0,2020,
Província de Maputo,Moamba,Janeiro,Em Meticais,Mulheres,7940.0,2020,
Gaza,Cidade de Xai-Xai,Janeiro,Em Meticais,Mulheres,54747.0,2020,
Gaza,Bilene-Macia,Janeiro,Em Meticais,Mulheres,12107.0,2020,
Gaza,Chibuto,Janeiro,Em Meticais,Mulheres,12820.0,2020,
Gaza,Chicualacuala,Janeiro,Em Meticais,Mulheres,3.0,2020,
Gaza,Chigubo,Janeiro,Em Meticais,Mulheres,4.0,2020,
Gaza,Chókwè,Janeiro,Em Meticais,Mulheres,19152.0,2020,
Província de Maputo,Matutuíne,Janeiro,Em Meticais,Mulheres,1869.0,2020,
Província de Maputo,Namaacha,Janeiro,Em Meticais,Mulheres,3613.0,2020,
Nampula,Moma,Janeiro,Em Meticais,Homens,2633.0,2020,
Gaza,Manjacaze,Janeiro,Em Meticais,Mulheres,6167.0,2020,
Cabo Delgado,Meluco,Janeiro,Em Meticais,Mulheres,0.0,2020,
Gaza,Chonguene,Janeiro,Em Meticais,Mulheres,0.0,2020,
Gaza,Mapai,Janeiro,Em Meticais,Mulheres,19.0,2020,
Gaza,Limpopo,Janeiro,Em Meticais,Mulheres,0.0,2020,
Inhambane,Cidade de Inhambane,Janeiro,Em Meticais,Mulheres,19838.0,2020,
Inhambane,Cidade de Maxixe,Janeiro,Em Meticais,Mulheres,31428.0,2020,
Inhambane,Funhaloro,Janeiro,Em Meticais,Mulheres,0.0,2020,
Inhambane,Govuro,Janeiro,Em Meticais,Mulheres,1975.0,2020,
Sofala,Buzi,Janeiro,Em Meticais,Mulheres,2438.0,2020,
Inhambane,Homoine,Janeiro,Em Meticais,Mulheres,3902.0,2020,
Inhambane,Inhassoro,Janeiro,Em Meticais,Mulheres,4663.0,2020,
Inhambane,Jangamo,Janeiro,Em Meticais,Mulheres,3148.0,2020,
Inhambane,Mabote,Janeiro,Em Meticais,Mulheres,861.0,2020,
Inhambane,Massinga,Janeiro,Em Meticais,Mulheres,12344.0,2020,
Inhambane,Morrumbene,Janeiro,Em Meticais,Mulheres,1992.0,2020,
Inhambane,Panda,Janeiro,Em Meticais,Mulheres,932.0,2020,
Inhambane,Vilankulo,Janeiro,Em Meticais,Mulheres,11063.0,2020,
Inhambane,Zavala (Quissico),Janeiro,Em Meticais,Mulheres,7035.0,2020,
Gaza,Massingir,Janeiro,Em Meticais,Mulheres,2098.0,2020,
Sofala,Cidade da Beira,Janeiro,Em Meticais,Mulheres,110109.0,2020,
Sofala,Caia,Janeiro,Em Meticais,Mulheres,2787.0,2020,
Manica,Macate,Janeiro,Em Meticais,Mulheres,0.0,2020,
Sofala,Chibabava,Janeiro,Em Meticais,Mulheres,1632.0,2020,
Sofala,Dondo,Janeiro,Em Meticais,Mulheres,11904.0,2020,
Sofala,Gorongoza,Janeiro,Em Meticais,Mulheres,2276.0,2020,
Sofala,Machanga,Janeiro,Em Meticais,Mulheres,0.0,2020,
Sofala,Maringue,Janeiro,Em Meticais,Mulheres,0.0,2020,
Sofala,Marromeu,Janeiro,Em Meticais,Mulheres,1381.0,2020,
Sofala,Muanza,Janeiro,Em Meticais,Mulheres,0.0,2020,
Sofala,Chemba,Janeiro,Em Meticais,Mulheres,1064.0,2020,
Inhambane,Inharrime,Janeiro,Em Meticais,Mulheres,7238.0,2020,
Sofala,Nhamatanda,Janeiro,Em Meticais,Mulheres,4548.0,2020,
Manica,Gondola,Janeiro,Em Meticais,Mulheres,10004.0,2020,
Manica,Guro,Janeiro,Em Meticais,Mulheres,1445.0,2020,
Manica,Machaze,Janeiro,Em Meticais,Mulheres,0.0,2020,
Manica,Macossa,Janeiro,Em Meticais,Mulheres,0.0,2020,
Manica,Mossurize,Janeiro,Em Meticais,Mulheres,1942.0,2020,
Manica,Sussundenga,Janeiro,Em Meticais,Mulheres,0.0,2020,
Manica,Tambara,Janeiro,Em Meticais,Mulheres,4091.0,2020,
Manica,Cidade de Chimoio,Janeiro,Em Meticais,Mulheres,51658.0,2020,
Manica,Bárue,Janeiro,Em Meticais,Mulheres,3530.0,2020,
Tete,Zumbo,Janeiro,Em Moeda Estrangeira,Mulheres,0.0,2020,
Manica,Vanduzi,Janeiro,Em Meticais,Mulheres,4.0,2020,
Tete,Angónia,Janeiro,Em Meticais,Mulheres,6906.0,2020,
Tete,Cahora-Bassa,Janeiro,Em Meticais,Mulheres,7657.0,2020,
Tete,Changara,Janeiro,Em Meticais,Mulheres,1146.0,2020,
Tete,Chifunde,Janeiro,Em Meticais,Mulheres,71.0,2020,
Tete,Chiuta,Janeiro,Em Meticais,Mulheres,1251.0,2020,
Tete,Macanga,Janeiro,Em Meticais,Mulheres,1457.0,2020,
Tete,Mágoe,Janeiro,Em Meticais,Mulheres,0.0,2020,
Tete,Maravia,Janeiro,Em Meticais,Mulheres,33.0,2020,
Tete,Moatize,Janeiro,Em Meticais,Mulheres,10554.0,2020,
Zambézia,Inhassunge,Janeiro,Em Meticais,Mulheres,0.0,2020,
Zambézia,Lugela,Janeiro,Em Meticais,Mulheres,0.0,2020,
Tete,Zumbo,Janeiro,Em Meticais,Mulheres,0.0,2020,
Tete,Doa,Janeiro,Em Meticais,Mulheres,0.0,2020,
Tete,Marara,Janeiro,Em Meticais,Mulheres,0.0,2020,
Zambézia,Cidade de Quelimane,Janeiro,Em Meticais,Mulheres,53180.0,2020,
Zambézia,Alto Molócuè,Janeiro,Em Meticais,Mulheres,6877.0,2020,
Zambézia,Chinde,Janeiro,Em Meticais,Mulheres,0.0,2020,
Zambézia,Gurúè,Janeiro,Em Meticais,Mulheres,10294.0,2020,
Zambézia,Ile,Janeiro,Em Meticais,Mulheres,0.0,2020,
Tete,Mutarara,Janeiro,Em Meticais,Mulheres,1160.0,2020,
Sofala,Cheringoma,Janeiro,Em Meticais,Mulheres,150.0,2020,
Zambézia,Gilé,Janeiro,Em Meticais,Mulheres,0.0,2020,
Zambézia,Mocubela,Janeiro,Em Meticais,Mulheres,0.0,2020,
Zambézia,Milange,Janeiro,Em Meticais,Mulheres,5730.0,2020,
Zambézia,Mocuba,Janeiro,Em Meticais,Mulheres,16166.0,2020,
Zambézia,Mopeia,Janeiro,Em Meticais,Mulheres,1678.0,2020,
Zambézia,Morrumbala,Janeiro,Em Meticais,Mulheres,3070.0,2020,
Zambézia,Namacurra,Janeiro,Em Meticais,Mulheres,0.0,2020,
Zambézia,Namarroi,Janeiro,Em Meticais,Mulheres,0.0,2020,
Zambézia,Nicoadala,Janeiro,Em Meticais,Mulheres,3114.0,2020,
Zambézia,Pebane,Janeiro,Em Meticais,Mulheres,0.0,2020,
Tete,Cidade de Tete,Janeiro,Em Meticais,Mulheres,52273.0,2020,
Zambézia,Maganja da Costa,Janeiro,Em Meticais,Mulheres,1631.0,2020,
Zambézia,Mulevala,Janeiro,Em Meticais,Mulheres,0.0,2020,
Zambézia,Luabo,Janeiro,Em Meticais,Mulheres,0.0,2020,
Zambézia,Derre,Janeiro,Em Meticais,Mulheres,0.0,2020,
Nampula,Cidade de Nampula,Janeiro,Em Meticais,Mulheres,82678.0,2020,
Nampula,Cidade de Nacala-Porto,Janeiro,Em Meticais,Mulheres,21328.0,2020,
Nampula,Angoche,Janeiro,Em Meticais,Mulheres,4171.0,2020,
Nampula,Ilha de Moçambique,Janeiro,Em Meticais,Mulheres,1925.0,2020,
Nampula,Lalaua,Janeiro,Em Meticais,Mulheres,0.0,2020,
Zambézia,Molumbo,Janeiro,Em Meticais,Mulheres,0.0,2020,
Gaza,Massangena,Janeiro,Em Meticais,Mulheres,0.0,2020,
Nampula,Malema,Janeiro,Em Meticais,Mulheres,1576.0,2020,
Nampula,Mecuburi,Janeiro,Em Meticais,Mulheres,71.0,2020,
Nampula,Moma,Janeiro,Em Meticais,Mulheres,546.0,2020,
Nampula,Monapo,Janeiro,Em Meticais,Mulheres,4213.0,2020,
Nampula,Mossuril,Janeiro,Em Meticais,Mulheres,0.0,2020,
Nampula,Muecate,Janeiro,Em Meticais,Mulheres,0.0,2020,
Nampula,Murrupula,Janeiro,Em Meticais,Mulheres,3.0,2020,
Nampula,Nacala-Velha,Janeiro,Em Meticais,Mulheres,1297.0,2020,
Niassa,Mavago,Janeiro,Em Meticais,Mulheres,135.0,2020,
Nampula,Nacaroa,Janeiro,Em Meticais,Mulheres,6.0,2020,
Nampula,Rapale-Nampula,Janeiro,Em Meticais,Mulheres,167.0,2020,
Nampula,Ribaué,Janeiro,Em Meticais,Mulheres,2329.0,2020,
Nampula,Liupo,Janeiro,Em Meticais,Mulheres,0.0,2020,
Nampula,Larde,Janeiro,Em Meticais,Mulheres,0.0,2020,
Cabo Delgado,Cabo Delgado,Janeiro,Em Meticais,Mulheres,77787.0,2020,
Cabo Delgado,Cidade de Pemba,Janeiro,Em Meticais,Mulheres,29489.0,2020,
Cabo Delgado,Ancuabe,Janeiro,Em Meticais,Mulheres,930.0,2020,
Cabo Delgado,Balama,Janeiro,Em Meticais,Mulheres,1389.0,2020,
Nampula,Namapa-Erati,Janeiro,Em Meticais,Mulheres,2053.0,2020,
Nampula,Mogovolas,Janeiro,Em Meticais,Mulheres,2417.0,2020,
Nampula,Mogincual,Janeiro,Em Meticais,Mulheres,0.0,2020,
Cabo Delgado,Chiúre,Janeiro,Em Meticais,Mulheres,2976.0,2020,
Cabo Delgado,Ibo,Janeiro,Em Meticais,Mulheres,0.0,2020,
Cabo Delgado,Mocimboa da Praia,Janeiro,Em Meticais,Mulheres,8605.0,2020,
Cabo Delgado,Montepuez,Janeiro,Em Meticais,Mulheres,7672.0,2020,
Cabo Delgado,Mueda,Janeiro,Em Meticais,Mulheres,12242.0,2020,
Cabo Delgado,Muidumbe,Janeiro,Em Meticais,Mulheres,1444.0,2020,
Cabo Delgado,Namuno,Janeiro,Em Meticais,Mulheres,47.0,2020,
Cabo Delgado,Nangade,Janeiro,Em Meticais,Mulheres,1577.0,2020,
Cabo Delgado,Palma,Janeiro,Em Meticais,Mulheres,3522.0,2020,
Cabo Delgado,Pemba-Metuge,Janeiro,Em Meticais,Mulheres,5059.0,2020,
Niassa,Mecanhelas,Janeiro,Em Meticais,Mulheres,2843.0,2020,
Cabo Delgado,Quissanga,Janeiro,Em Meticais,Mulheres,0.0,2020,
Niassa,Cuamba,Janeiro,Em Meticais,Mulheres,11919.0,2020,
Niassa,Lago,Janeiro,Em Meticais,Mulheres,1385.0,2020,
Niassa,Manjune,Janeiro,Em Meticais,Mulheres,0.0,2020,
Niassa,Mandimba,Janeiro,Em Meticais,Mulheres,0.0,2020,
Niassa,Marrupa,Janeiro,Em Meticais,Mulheres,3711.0,2020,
Niassa,Maúa,Janeiro,Em Meticais,Mulheres,364.0,2020,
Cabo Delgado,Mecufi,Janeiro,Em Meticais,Mulheres,0.0,2020,
Cabo Delgado,Macomia,Janeiro,Em Meticais,Mulheres,2835.0,2020,
Niassa,Cidade de Lichinga,Janeiro,Em Meticais,Mulheres,28088.0,2020,
Niassa,Mecula,Janeiro,Em Meticais,Mulheres,50.0,2020,
Niassa,Metarica,Janeiro,Em Meticais,Mulheres,0.0,2020,
Gaza,Manjacaze,Janeiro,Em Meticais,Outros,169.0,2020,
Niassa,N´gauma,Janeiro,Em Meticais,Mulheres,0.0,2020,
Niassa,Nipepe,Janeiro,Em Meticais,Mulheres,0.0,2020,
Niassa,Sanga,Janeiro,Em Meticais,Mulheres,0.0,2020,
Niassa,Chimbunhila,Janeiro,Em Meticais,Mulheres,0.0,2020,
Província de Maputo,Cidade de Maputo,Janeiro,Em Meticais,Outros,68136.0,2020,
Província de Maputo,Cidade da Matola,Janeiro,Em Meticais,Outros,8399.0,2020,
Província de Maputo,Boane,Janeiro,Em Meticais,Outros,627.0,2020,
Gaza,Chókwè,Janeiro,Em Meticais,Outros,955.0,2020,
Niassa,Muembe,Janeiro,Em Meticais,Mulheres,0.0,2020,
Província de Maputo,Magude,Janeiro,Em Meticais,Outros,173.0,2020,
Província de Maputo,Matutuíne,Janeiro,Em Meticais,Outros,288.0,2020,
Província de Maputo,Namaacha,Janeiro,Em Meticais,Outros,140.0,2020,
Província de Maputo,Moamba,Janeiro,Em Meticais,Outros,280.0,2020,
Gaza,Cidade de Xai-Xai,Janeiro,Em Meticais,Outros,2711.0,2020,
Gaza,Bilene-Macia,Janeiro,Em Meticais,Outros,479.0,2020,
Gaza,Chibuto,Janeiro,Em Meticais,Outros,370.0,2020,
Gaza,Chicualacuala,Janeiro,Em Meticais,Outros,0.0,2020,
Província de Maputo,Manhiça,Janeiro,Em Meticais,Outros,501.0,2020,
Província de Maputo,Marracuene,Janeiro,Em Meticais,Outros,295.0,2020,
Nampula,Meconta (Namialo),Janeiro,Em Meticais,Mulheres,4955.0,2020,
Gaza,Chigubo,Janeiro,Em Meticais,Outros,2.0,2020,
Nampula,Memba,Janeiro,Em Meticais,Mulheres,6.0,2020,
Gaza,Massangena,Janeiro,Em Meticais,Outros,0.0,2020,
Gaza,Massingir,Janeiro,Em Meticais,Outros,158.0,2020,
Gaza,Chonguene,Janeiro,Em Meticais,Outros,0.0,2020,
Gaza,Mapai,Janeiro,Em Meticais,Outros,0.0,2020,
Gaza,Limpopo,Janeiro,Em Meticais,Outros,0.0,2020,
Inhambane,Cidade de Inhambane,Janeiro,Em Meticais,Outros,1780.0,2020,
Inhambane,Cidade de Maxixe,Janeiro,Em Meticais,Outros,1301.0,2020,
Gaza,Mabalane,Janeiro,Em Meticais,Outros,59.0,2020,
Gaza,Guijá,Janeiro,Em Meticais,Outros,0.0,2020,
Inhambane,Funhaloro,Janeiro,Em Meticais,Outros,0.0,2020,
Inhambane,Inharrime,Janeiro,Em Meticais,Outros,184.0,2020,
Inhambane,Inhassoro,Janeiro,Em Meticais,Outros,300.0,2020,
Inhambane,Jangamo,Janeiro,Em Meticais,Outros,103.0,2020,
Inhambane,Mabote,Janeiro,Em Meticais,Outros,37.0,2020,
Inhambane,Massinga,Janeiro,Em Meticais,Outros,333.0,2020,
Inhambane,Morrumbene,Janeiro,Em Meticais,Outros,41.0,2020,
Inhambane,Panda,Janeiro,Em Meticais,Outros,37.0,2020,
Inhambane,Govuro,Janeiro,Em Meticais,Outros,76.0,2020,
Inhambane,Homoine,Janeiro,Em Meticais,Outros,82.0,2020,
Inhambane,Vilankulo,Janeiro,Em Meticais,Outros,720.0,2020,
Inhambane,Zavala (Quissico),Janeiro,Em Meticais,Outros,215.0,2020,
Sofala,Cidade da Beira,Janeiro,Em Meticais,Outros,8165.0,2020,
Sofala,Chemba,Janeiro,Em Meticais,Outros,68.0,2020,
Sofala,Cheringoma,Janeiro,Em Meticais,Outros,11.0,2020,
Sofala,Chibabava,Janeiro,Em Meticais,Outros,90.0,2020,
Sofala,Dondo,Janeiro,Em Meticais,Outros,281.0,2020,
Sofala,Gorongoza,Janeiro,Em Meticais,Outros,94.0,2020,
Sofala,Machanga,Janeiro,Em Meticais,Outros,0.0,2020,
Sofala,Maringue,Janeiro,Em Meticais,Outros,0.0,2020,
Zambézia,Chinde,Janeiro,Em Meticais,Outros,0.0,2020,
Sofala,Marromeu,Janeiro,Em Meticais,Outros,0.0,2020,
Sofala,Nhamatanda,Janeiro,Em Meticais,Outros,237.0,2020,
Manica,Cidade de Chimoio,Janeiro,Em Meticais,Outros,5031.0,2020,
Manica,Bárue,Janeiro,Em Meticais,Outros,209.0,2020,
Manica,Gondola,Janeiro,Em Meticais,Outros,346.0,2020,
Manica,Guro,Janeiro,Em Meticais,Outros,81.0,2020,
